roll_name,det_id,region,ring,station,sector,layer,subsector,roll,area,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4
W+0_RB2out_S05_Backward,637569589,0,0,2,5,2,1,1,28991.2,-141.406,530.322,122.2,-356.18,406.322,122.2,-356.18,406.322,5.3,-141.406,530.322,5.3
W+0_RB2out_S05_Forward,637635125,0,0,2,5,2,1,3,31049.6,-141.406,530.322,4.7,-356.18,406.322,4.7,-356.18,406.322,-120.5,-141.406,530.322,-120.5
W+0_RB2in_S09_Backward,637568053,0,0,2,9,1,1,1,19071.2,-155.689,-481.661,122.2,-370.463,-357.661,122.2,-370.463,-357.661,45.3,-155.689,-481.661,45.3
W+0_RB2in_S09_Middle,637600821,0,0,2,9,1,1,2,19691.2,-155.689,-481.661,44.7,-370.463,-357.661,44.7,-370.463,-357.661,-34.7,-155.689,-481.661,-34.7
W+0_RB2in_S09_Forward,637633589,0,0,2,9,1,1,3,21129.6,-155.689,-481.661,-35.3,-370.463,-357.661,-35.3,-370.463,-357.661,-120.5,-155.689,-481.661,-120.5
W+0_RB2out_S09_Backward,637570101,0,0,2,9,2,1,1,28991.2,-388.569,-387.622,122.2,-173.795,-511.622,122.2,-173.795,-511.622,5.3,-388.569,-387.622,5.3
W+0_RB2out_S09_Forward,637635637,0,0,2,9,2,1,3,31049.6,-388.569,-387.622,4.7,-173.795,-511.622,4.7,-173.795,-511.622,-120.5,-388.569,-387.622,-120.5
W+0_RB2in_S02_Backward,637567157,0,0,2,2,1,1,1,19071.2,499.661,124.512,-122.2,375.661,339.286,-122.2,375.661,339.286,-45.3,499.661,124.512,-45.3
W+0_RB2in_S02_Middle,637599925,0,0,2,2,1,1,2,19691.2,499.661,124.512,-44.7,375.661,339.286,-44.7,375.661,339.286,34.7,499.661,124.512,34.7
W+0_RB2in_S02_Forward,637632693,0,0,2,2,1,1,3,21129.6,499.661,124.512,35.3,375.661,339.286,35.3,375.661,339.286,120.5,499.661,124.512,120.5
W+0_RB2out_S02_Backward,637569205,0,0,2,2,2,1,1,28991.2,406.322,356.18,-122.2,530.322,141.406,-122.2,530.322,141.406,-5.3,406.322,356.18,-5.3
W+0_RB2out_S02_Forward,637634741,0,0,2,2,2,1,3,31049.6,406.322,356.18,-4.7,530.322,141.406,-4.7,530.322,141.406,120.5,406.322,356.18,120.5
W+0_RB2in_S06_Backward,637567669,0,0,2,6,1,1,1,19071.2,-357.661,370.463,-122.2,-481.661,155.689,-122.2,-481.661,155.689,-45.3,-357.661,370.463,-45.3
W+0_RB2in_S06_Middle,637600437,0,0,2,6,1,1,2,19691.2,-357.661,370.463,-44.7,-481.661,155.689,-44.7,-481.661,155.689,34.7,-357.661,370.463,34.7
W+0_RB2in_S06_Forward,637633205,0,0,2,6,1,1,3,21129.6,-357.661,370.463,35.3,-481.661,155.689,35.3,-481.661,155.689,120.5,-357.661,370.463,120.5
W+0_RB2out_S06_Backward,637569717,0,0,2,6,2,1,1,28991.2,-511.622,173.795,-122.2,-387.622,388.569,-122.2,-387.622,388.569,-5.3,-511.622,173.795,-5.3
W+0_RB2out_S06_Forward,637635253,0,0,2,6,2,1,3,31049.6,-511.622,173.795,-4.7,-387.622,388.569,-4.7,-387.622,388.569,120.5,-511.622,173.795,120.5
W+0_RB2in_S10_Backward,637568181,0,0,2,10,1,1,1,19071.2,-142,-494.975,-122.2,106,-494.975,-122.2,106,-494.975,-45.3,-142,-494.975,-45.3
W+0_RB2in_S10_Middle,637600949,0,0,2,10,1,1,2,19691.2,-142,-494.975,-44.7,106,-494.975,-44.7,106,-494.975,34.7,-142,-494.975,34.7
W+0_RB2in_S10_Forward,637633717,0,0,2,10,1,1,3,21129.6,-142,-494.975,35.3,106,-494.975,35.3,106,-494.975,120.5,-142,-494.975,120.5
W+0_RB2out_S10_Backward,637570229,0,0,2,10,2,1,1,28991.2,105.3,-529.975,-122.2,-142.7,-529.975,-122.2,-142.7,-529.975,-5.3,105.3,-529.975,-5.3
W+0_RB2out_S10_Forward,637635765,0,0,2,10,2,1,3,31049.6,105.3,-529.975,-4.7,-142.7,-529.975,-4.7,-142.7,-529.975,120.5,105.3,-529.975,120.5
W+0_RB2in_S03_Backward,637567285,0,0,2,3,1,1,1,19071.2,370.463,357.661,-122.2,155.689,481.661,-122.2,155.689,481.661,-45.3,370.463,357.661,-45.3
W+0_RB2in_S03_Middle,637600053,0,0,2,3,1,1,2,19691.2,370.463,357.661,-44.7,155.689,481.661,-44.7,155.689,481.661,34.7,370.463,357.661,34.7
W+0_RB2in_S03_Forward,637632821,0,0,2,3,1,1,3,21129.6,370.463,357.661,35.3,155.689,481.661,35.3,155.689,481.661,120.5,370.463,357.661,120.5
W+0_RB2out_S03_Backward,637569333,0,0,2,3,2,1,1,28991.2,173.795,511.622,-122.2,388.569,387.622,-122.2,388.569,387.622,-5.3,173.795,511.622,-5.3
W+0_RB2out_S03_Forward,637634869,0,0,2,3,2,1,3,31049.6,173.795,511.622,-4.7,388.569,387.622,-4.7,388.569,387.622,120.5,173.795,511.622,120.5
W+0_RB2in_S07_Backward,637567797,0,0,2,7,1,1,1,19071.2,-494.975,142,-122.2,-494.975,-106,-122.2,-494.975,-106,-45.3,-494.975,142,-45.3
W+0_RB2in_S07_Middle,637600565,0,0,2,7,1,1,2,19691.2,-494.975,142,-44.7,-494.975,-106,-44.7,-494.975,-106,34.7,-494.975,142,34.7
W+0_RB2in_S07_Forward,637633333,0,0,2,7,1,1,3,21129.6,-494.975,142,35.3,-494.975,-106,35.3,-494.975,-106,120.5,-494.975,142,120.5
W+0_RB2out_S07_Backward,637569845,0,0,2,7,2,1,1,28991.2,-529.975,-105.3,-122.2,-529.975,142.7,-122.2,-529.975,142.7,-5.3,-529.975,-105.3,-5.3
W+0_RB2out_S07_Forward,637635381,0,0,2,7,2,1,3,31049.6,-529.975,-105.3,-4.7,-529.975,142.7,-4.7,-529.975,142.7,120.5,-529.975,-105.3,120.5
W+0_RB2in_S11_Backward,637568309,0,0,2,11,1,1,1,19071.2,124.512,-499.661,-122.2,339.286,-375.661,-122.2,339.286,-375.661,-45.3,124.512,-499.661,-45.3
W+0_RB2in_S11_Middle,637601077,0,0,2,11,1,1,2,19691.2,124.512,-499.661,-44.7,339.286,-375.661,-44.7,339.286,-375.661,34.7,124.512,-499.661,34.7
W+0_RB2in_S11_Forward,637633845,0,0,2,11,1,1,3,21129.6,124.512,-499.661,35.3,339.286,-375.661,35.3,339.286,-375.661,120.5,124.512,-499.661,120.5
W+0_RB2out_S11_Backward,637570357,0,0,2,11,2,1,1,28991.2,356.18,-406.322,-122.2,141.406,-530.322,-122.2,141.406,-530.322,-5.3,356.18,-406.322,-5.3
W+0_RB2out_S11_Forward,637635893,0,0,2,11,2,1,3,31049.6,356.18,-406.322,-4.7,141.406,-530.322,-4.7,141.406,-530.322,120.5,356.18,-406.322,120.5
W+0_RB2in_S04_Backward,637567413,0,0,2,4,1,1,1,19071.2,-106,494.975,122.2,142,494.975,122.2,142,494.975,45.3,-106,494.975,45.3
W+0_RB2in_S04_Middle,637600181,0,0,2,4,1,1,2,19691.2,-106,494.975,44.7,142,494.975,44.7,142,494.975,-34.7,-106,494.975,-34.7
W+0_RB2in_S04_Forward,637632949,0,0,2,4,1,1,3,21129.6,-106,494.975,-35.3,142,494.975,-35.3,142,494.975,-120.5,-106,494.975,-120.5
W+0_RB2out_S04_Backward,637569461,0,0,2,4,2,1,1,28991.2,142.7,529.975,122.2,-105.3,529.975,122.2,-105.3,529.975,5.3,142.7,529.975,5.3
W+0_RB2out_S04_Forward,637634997,0,0,2,4,2,1,3,31049.6,142.7,529.975,4.7,-105.3,529.975,4.7,-105.3,529.975,-120.5,142.7,529.975,-120.5
W+0_RB2in_S08_Backward,637567925,0,0,2,8,1,1,1,19071.2,-375.661,-339.286,122.2,-499.661,-124.512,122.2,-499.661,-124.512,45.3,-375.661,-339.286,45.3
W+0_RB2in_S08_Middle,637600693,0,0,2,8,1,1,2,19691.2,-375.661,-339.286,44.7,-499.661,-124.512,44.7,-499.661,-124.512,-34.7,-375.661,-339.286,-34.7
W+0_RB2in_S08_Forward,637633461,0,0,2,8,1,1,3,21129.6,-375.661,-339.286,-35.3,-499.661,-124.512,-35.3,-499.661,-124.512,-120.5,-375.661,-339.286,-120.5
W+0_RB2out_S08_Backward,637569973,0,0,2,8,2,1,1,28991.2,-530.322,-141.406,122.2,-406.322,-356.18,122.2,-406.322,-356.18,5.3,-530.322,-141.406,5.3
W+0_RB2out_S08_Forward,637635509,0,0,2,8,2,1,3,31049.6,-530.322,-141.406,4.7,-406.322,-356.18,4.7,-406.322,-356.18,-120.5,-530.322,-141.406,-120.5
W+0_RB2in_S12_Backward,637568437,0,0,2,12,1,1,1,19071.2,481.661,-155.689,122.2,357.661,-370.463,122.2,357.661,-370.463,45.3,481.661,-155.689,45.3
W+0_RB2in_S12_Middle,637601205,0,0,2,12,1,1,2,19691.2,481.661,-155.689,44.7,357.661,-370.463,44.7,357.661,-370.463,-34.7,481.661,-155.689,-34.7
W+0_RB2in_S12_Forward,637633973,0,0,2,12,1,1,3,21129.6,481.661,-155.689,-35.3,357.661,-370.463,-35.3,357.661,-370.463,-120.5,481.661,-155.689,-120.5
W+0_RB2out_S12_Backward,637570485,0,0,2,12,2,1,1,28991.2,387.622,-388.569,122.2,511.622,-173.795,122.2,511.622,-173.795,5.3,387.622,-388.569,5.3
W+0_RB2out_S12_Forward,637636021,0,0,2,12,2,1,3,31049.6,387.622,-388.569,4.7,511.622,-173.795,4.7,511.622,-173.795,-120.5,387.622,-388.569,-120.5
W+0_RB3-_S01_Backward,637567061,0,0,3,1,1,1,1,17301.2,602.15,17.4,122.2,602.15,-130.6,122.2,602.15,-130.6,5.3,602.15,17.4,5.3
W+0_RB3+_S01_Backward,637571157,0,0,3,1,1,2,1,17301.2,602.15,167.4,122.2,602.15,19.4,122.2,602.15,19.4,5.3,602.15,167.4,5.3
W+0_RB3-_S01_Forward,637632597,0,0,3,1,1,1,3,18529.6,602.15,17.4,4.7,602.15,-130.6,4.7,602.15,-130.6,-120.5,602.15,17.4,-120.5
W+0_RB3+_S01_Forward,637636693,0,0,3,1,1,2,3,18529.6,602.15,167.4,4.7,602.15,19.4,4.7,602.15,19.4,-120.5,602.15,167.4,-120.5
W+0_RB3-_S05_Backward,637567573,0,0,3,5,1,1,1,17301.2,-316.144,512.777,122.2,-187.972,586.777,122.2,-187.972,586.777,5.3,-316.144,512.777,5.3
W+0_RB3+_S05_Backward,637571669,0,0,3,5,1,2,1,17301.2,-446.048,437.777,122.2,-317.876,511.777,122.2,-317.876,511.777,5.3,-446.048,437.777,5.3
W+0_RB3-_S05_Forward,637633109,0,0,3,5,1,1,3,18529.6,-316.144,512.777,4.7,-187.972,586.777,4.7,-187.972,586.777,-120.5,-316.144,512.777,-120.5
W+0_RB3+_S05_Forward,637637205,0,0,3,5,1,2,3,18529.6,-446.048,437.777,4.7,-317.876,511.777,4.7,-317.876,511.777,-120.5,-446.048,437.777,-120.5
W+0_RB3-_S09_Backward,637568085,0,0,3,9,1,1,1,17301.2,-286.006,-530.177,122.2,-414.178,-456.177,122.2,-414.178,-456.177,5.3,-286.006,-530.177,5.3
W+0_RB3+_S09_Backward,637572181,0,0,3,9,1,2,1,17301.2,-156.102,-605.177,122.2,-284.274,-531.177,122.2,-284.274,-531.177,5.3,-156.102,-605.177,5.3
W+0_RB3-_S09_Forward,637633621,0,0,3,9,1,1,3,18529.6,-286.006,-530.177,4.7,-414.178,-456.177,4.7,-414.178,-456.177,-120.5,-286.006,-530.177,-120.5
W+0_RB3+_S09_Forward,637637717,0,0,3,9,1,2,3,18529.6,-156.102,-605.177,4.7,-284.274,-531.177,4.7,-284.274,-531.177,-120.5,-156.102,-605.177,-120.5
W+0_RB3-_S02_Backward,637567189,0,0,3,2,1,1,1,17301.2,586.777,187.972,-122.2,512.777,316.144,-122.2,512.777,316.144,-5.3,586.777,187.972,-5.3
W+0_RB3+_S02_Backward,637571285,0,0,3,2,1,2,1,17301.2,511.777,317.876,-122.2,437.777,446.048,-122.2,437.777,446.048,-5.3,511.777,317.876,-5.3
W+0_RB3-_S02_Forward,637632725,0,0,3,2,1,1,3,18529.6,586.777,187.972,-4.7,512.777,316.144,-4.7,512.777,316.144,120.5,586.777,187.972,120.5
W+0_RB3+_S02_Forward,637636821,0,0,3,2,1,2,3,18529.6,511.777,317.876,-4.7,437.777,446.048,-4.7,437.777,446.048,120.5,511.777,317.876,120.5
W+0_RB3-_S06_Backward,637567701,0,0,3,6,1,1,1,17301.2,-456.177,414.178,-122.2,-530.177,286.006,-122.2,-530.177,286.006,-5.3,-456.177,414.178,-5.3
W+0_RB3+_S06_Backward,637571797,0,0,3,6,1,2,1,17301.2,-531.177,284.274,-122.2,-605.177,156.102,-122.2,-605.177,156.102,-5.3,-531.177,284.274,-5.3
W+0_RB3-_S06_Forward,637633237,0,0,3,6,1,1,3,18529.6,-456.177,414.178,-4.7,-530.177,286.006,-4.7,-530.177,286.006,120.5,-456.177,414.178,120.5
W+0_RB3+_S06_Forward,637637333,0,0,3,6,1,2,3,18529.6,-531.177,284.274,-4.7,-605.177,156.102,-4.7,-605.177,156.102,120.5,-531.177,284.274,120.5
W+0_RB3-_S10_Backward,637568213,0,0,3,10,1,1,1,17301.2,-130.6,-602.15,-122.2,17.4,-602.15,-122.2,17.4,-602.15,-5.3,-130.6,-602.15,-5.3
W+0_RB3+_S10_Backward,637572309,0,0,3,10,1,2,1,17301.2,19.4,-602.15,-122.2,167.4,-602.15,-122.2,167.4,-602.15,-5.3,19.4,-602.15,-5.3
W+0_RB3-_S10_Forward,637633749,0,0,3,10,1,1,3,18529.6,-130.6,-602.15,-4.7,17.4,-602.15,-4.7,17.4,-602.15,120.5,-130.6,-602.15,120.5
W+0_RB3+_S10_Forward,637637845,0,0,3,10,1,2,3,18529.6,19.4,-602.15,-4.7,167.4,-602.15,-4.7,167.4,-602.15,120.5,19.4,-602.15,120.5
W+0_RB3-_S03_Backward,637567317,0,0,3,3,1,1,1,17301.2,414.178,456.177,-122.2,286.006,530.177,-122.2,286.006,530.177,-5.3,414.178,456.177,-5.3
W+0_RB3+_S03_Backward,637571413,0,0,3,3,1,2,1,17301.2,284.274,531.177,-122.2,156.102,605.177,-122.2,156.102,605.177,-5.3,284.274,531.177,-5.3
W+0_RB3-_S03_Forward,637632853,0,0,3,3,1,1,3,18529.6,414.178,456.177,-4.7,286.006,530.177,-4.7,286.006,530.177,120.5,414.178,456.177,120.5
W+0_RB3+_S03_Forward,637636949,0,0,3,3,1,2,3,18529.6,284.274,531.177,-4.7,156.102,605.177,-4.7,156.102,605.177,120.5,284.274,531.177,120.5
W+0_RB3-_S07_Backward,637567829,0,0,3,7,1,1,1,17301.2,-602.15,130.6,-122.2,-602.15,-17.4,-122.2,-602.15,-17.4,-5.3,-602.15,130.6,-5.3
W+0_RB3+_S07_Backward,637571925,0,0,3,7,1,2,1,17301.2,-602.15,-19.4,-122.2,-602.15,-167.4,-122.2,-602.15,-167.4,-5.3,-602.15,-19.4,-5.3
W+0_RB3-_S07_Forward,637633365,0,0,3,7,1,1,3,18529.6,-602.15,130.6,-4.7,-602.15,-17.4,-4.7,-602.15,-17.4,120.5,-602.15,130.6,120.5
W+0_RB3+_S07_Forward,637637461,0,0,3,7,1,2,3,18529.6,-602.15,-19.4,-4.7,-602.15,-167.4,-4.7,-602.15,-167.4,120.5,-602.15,-19.4,120.5
W+0_RB3-_S11_Backward,637568341,0,0,3,11,1,1,1,17301.2,187.972,-586.777,-122.2,316.144,-512.777,-122.2,316.144,-512.777,-5.3,187.972,-586.777,-5.3
W+0_RB3+_S11_Backward,637572437,0,0,3,11,1,2,1,17301.2,317.876,-511.777,-122.2,446.048,-437.777,-122.2,446.048,-437.777,-5.3,317.876,-511.777,-5.3
W+0_RB3-_S11_Forward,637633877,0,0,3,11,1,1,3,18529.6,187.972,-586.777,-4.7,316.144,-512.777,-4.7,316.144,-512.777,120.5,187.972,-586.777,120.5
W+0_RB3+_S11_Forward,637637973,0,0,3,11,1,2,3,18529.6,317.876,-511.777,-4.7,446.048,-437.777,-4.7,446.048,-437.777,120.5,317.876,-511.777,120.5
W+0_RB3-_S04_Backward,637567445,0,0,3,4,1,1,1,17301.2,-17.4,602.15,122.2,130.6,602.15,122.2,130.6,602.15,5.3,-17.4,602.15,5.3
W+0_RB3+_S04_Backward,637571541,0,0,3,4,1,2,1,17301.2,-167.4,602.15,122.2,-19.4,602.15,122.2,-19.4,602.15,5.3,-167.4,602.15,5.3
W+0_RB3-_S04_Forward,637632981,0,0,3,4,1,1,3,18529.6,-17.4,602.15,4.7,130.6,602.15,4.7,130.6,602.15,-120.5,-17.4,602.15,-120.5
W+0_RB3+_S04_Forward,637637077,0,0,3,4,1,2,3,18529.6,-167.4,602.15,4.7,-19.4,602.15,4.7,-19.4,602.15,-120.5,-167.4,602.15,-120.5
W+0_RB3-_S08_Backward,637567957,0,0,3,8,1,1,1,17301.2,-512.777,-316.144,122.2,-586.777,-187.972,122.2,-586.777,-187.972,5.3,-512.777,-316.144,5.3
W+0_RB3+_S08_Backward,637572053,0,0,3,8,1,2,1,17301.2,-437.777,-446.048,122.2,-511.777,-317.876,122.2,-511.777,-317.876,5.3,-437.777,-446.048,5.3
W+0_RB3-_S08_Forward,637633493,0,0,3,8,1,1,3,18529.6,-512.777,-316.144,4.7,-586.777,-187.972,4.7,-586.777,-187.972,-120.5,-512.777,-316.144,-120.5
W+0_RB3+_S08_Forward,637637589,0,0,3,8,1,2,3,18529.6,-437.777,-446.048,4.7,-511.777,-317.876,4.7,-511.777,-317.876,-120.5,-437.777,-446.048,-120.5
W+0_RB3-_S12_Backward,637568469,0,0,3,12,1,1,1,17301.2,530.177,-286.006,122.2,456.177,-414.178,122.2,456.177,-414.178,5.3,530.177,-286.006,5.3
W+0_RB3+_S12_Backward,637572565,0,0,3,12,1,2,1,17301.2,605.177,-156.102,122.2,531.177,-284.274,122.2,531.177,-284.274,5.3,605.177,-156.102,5.3
W+0_RB3-_S12_Forward,637634005,0,0,3,12,1,1,3,18529.6,530.177,-286.006,4.7,456.177,-414.178,4.7,456.177,-414.178,-120.5,530.177,-286.006,-120.5
W+0_RB3+_S12_Forward,637638101,0,0,3,12,1,2,3,18529.6,605.177,-156.102,4.7,531.177,-284.274,4.7,531.177,-284.274,-120.5,605.177,-156.102,-120.5
W+0_RB4-_S01_Backward,637567093,0,0,4,1,1,1,1,23146.2,704.55,-92.7,122.2,704.55,-290.7,122.2,704.55,-290.7,5.3,704.55,-92.7,5.3
W+0_RB4+_S01_Backward,637571189,0,0,4,1,1,2,1,23146.2,704.55,107.3,122.2,704.55,-90.7,122.2,704.55,-90.7,5.3,704.55,107.3,5.3
W+0_RB4-_S01_Forward,637632629,0,0,4,1,1,1,3,24789.6,704.55,-92.7,4.7,704.55,-290.7,4.7,704.55,-290.7,-120.5,704.55,-92.7,-120.5
W+0_RB4+_S01_Forward,637636725,0,0,4,1,1,2,3,24789.6,704.55,107.3,4.7,704.55,-90.7,4.7,704.55,-90.7,-120.5,704.55,107.3,-120.5
W+0_RB4-_S02_Backward,637567221,0,0,4,2,1,1,1,23146.2,755.508,100.521,-122.2,656.508,271.994,-122.2,656.508,271.994,-5.3,755.508,100.521,-5.3
W+0_RB4+_S02_Backward,637571317,0,0,4,2,1,2,1,23146.2,655.508,273.727,-122.2,556.508,445.2,-122.2,556.508,445.2,-5.3,655.508,273.727,-5.3
W+0_RB4-_S02_Forward,637632757,0,0,4,2,1,1,3,24789.6,755.508,100.521,-4.7,656.508,271.994,-4.7,656.508,271.994,120.5,755.508,100.521,120.5
W+0_RB4+_S02_Forward,637636853,0,0,4,2,1,2,3,24789.6,655.508,273.727,-4.7,556.508,445.2,-4.7,556.508,445.2,120.5,655.508,273.727,120.5
W+0_RB4-_S03_Backward,637567349,0,0,4,3,1,1,1,23146.2,604.029,464.808,-122.2,432.556,563.808,-122.2,432.556,563.808,-5.3,604.029,464.808,-5.3
W+0_RB4+_S03_Backward,637571445,0,0,4,3,1,2,1,23146.2,430.823,564.808,-122.2,259.35,663.808,-122.2,259.35,663.808,-5.3,430.823,564.808,-5.3
W+0_RB4-_S03_Forward,637632885,0,0,4,3,1,1,3,24789.6,604.029,464.808,-4.7,432.556,563.808,-4.7,432.556,563.808,120.5,604.029,464.808,120.5
W+0_RB4+_S03_Forward,637636981,0,0,4,3,1,2,3,24789.6,430.823,564.808,-4.7,259.35,663.808,-4.7,259.35,663.808,120.5,430.823,564.808,120.5
W+0_RB4--_S04_Backward,637567477,0,0,4,4,1,1,1,17301.2,161.75,704.55,122.2,309.75,704.55,122.2,309.75,704.55,5.3,161.75,704.55,5.3
W+0_RB4-_S04_Backward,637571573,0,0,4,4,1,2,1,17301.2,11.75,704.55,122.2,159.75,704.55,122.2,159.75,704.55,5.3,11.75,704.55,5.3
W+0_RB4--_S04_Forward,637633013,0,0,4,4,1,1,3,18529.6,161.75,704.55,4.7,309.75,704.55,4.7,309.75,704.55,-120.5,161.75,704.55,-120.5
W+0_RB4-_S04_Forward,637637109,0,0,4,4,1,2,3,18529.6,11.75,704.55,4.7,159.75,704.55,4.7,159.75,704.55,-120.5,11.75,704.55,-120.5
W+0_RB4+_S04_Backward,637575669,0,0,4,4,1,3,1,17301.2,-159.75,704.55,122.2,-11.75,704.55,122.2,-11.75,704.55,5.3,-159.75,704.55,5.3
W+0_RB4++_S04_Backward,637579765,0,0,4,4,1,4,1,17301.2,-309.75,704.55,122.2,-161.75,704.55,122.2,-161.75,704.55,5.3,-309.75,704.55,5.3
W+0_RB4+_S04_Forward,637641205,0,0,4,4,1,3,3,18529.6,-159.75,704.55,4.7,-11.75,704.55,4.7,-11.75,704.55,-120.5,-159.75,704.55,-120.5
W+0_RB4++_S04_Forward,637645301,0,0,4,4,1,4,3,18529.6,-309.75,704.55,4.7,-161.75,704.55,4.7,-161.75,704.55,-120.5,-309.75,704.55,-120.5
W+0_RB4-_S05_Backward,637567605,0,0,4,5,1,1,1,23146.2,-430.823,564.808,122.2,-259.35,663.808,122.2,-259.35,663.808,5.3,-430.823,564.808,5.3
W+0_RB4+_S05_Backward,637571701,0,0,4,5,1,2,1,23146.2,-604.029,464.808,122.2,-432.556,563.808,122.2,-432.556,563.808,5.3,-604.029,464.808,5.3
W+0_RB4-_S05_Forward,637633141,0,0,4,5,1,1,3,24789.6,-430.823,564.808,4.7,-259.35,663.808,4.7,-259.35,663.808,-120.5,-430.823,564.808,-120.5
W+0_RB4+_S05_Forward,637637237,0,0,4,5,1,2,3,24789.6,-604.029,464.808,4.7,-432.556,563.808,4.7,-432.556,563.808,-120.5,-604.029,464.808,-120.5
W+0_RB4-_S06_Backward,637567733,0,0,4,6,1,1,1,23146.2,-556.508,445.2,-122.2,-655.508,273.727,-122.2,-655.508,273.727,-5.3,-556.508,445.2,-5.3
W+0_RB4+_S06_Backward,637571829,0,0,4,6,1,2,1,23146.2,-656.508,271.994,-122.2,-755.508,100.521,-122.2,-755.508,100.521,-5.3,-656.508,271.994,-5.3
W+0_RB4-_S06_Forward,637633269,0,0,4,6,1,1,3,24789.6,-556.508,445.2,-4.7,-655.508,273.727,-4.7,-655.508,273.727,120.5,-556.508,445.2,120.5
W+0_RB4+_S06_Forward,637637365,0,0,4,6,1,2,3,24789.6,-656.508,271.994,-4.7,-755.508,100.521,-4.7,-755.508,100.521,120.5,-656.508,271.994,120.5
W+0_RB4-_S07_Backward,637567861,0,0,4,7,1,1,1,23146.2,-704.55,107.3,-122.2,-704.55,-90.7,-122.2,-704.55,-90.7,-5.3,-704.55,107.3,-5.3
W+0_RB4+_S07_Backward,637571957,0,0,4,7,1,2,1,23146.2,-704.55,-92.7,-122.2,-704.55,-290.7,-122.2,-704.55,-290.7,-5.3,-704.55,-92.7,-5.3
W+0_RB4-_S07_Forward,637633397,0,0,4,7,1,1,3,24789.6,-704.55,107.3,-4.7,-704.55,-90.7,-4.7,-704.55,-90.7,120.5,-704.55,107.3,120.5
W+0_RB4+_S07_Forward,637637493,0,0,4,7,1,2,3,24789.6,-704.55,-92.7,-4.7,-704.55,-290.7,-4.7,-704.55,-290.7,120.5,-704.55,-92.7,120.5
W+0_RB4+_S08_Backward,637572085,0,0,4,8,1,2,1,17301.2,-489.808,-560.727,122.2,-563.808,-432.556,122.2,-563.808,-432.556,5.3,-489.808,-560.727,5.3
W+0_RB4-_S08_Backward,637567989,0,0,4,8,1,1,1,23146.2,-564.808,-430.823,122.2,-663.808,-259.35,122.2,-663.808,-259.35,5.3,-564.808,-430.823,5.3
W+0_RB4+_S08_Forward,637637621,0,0,4,8,1,2,3,18529.6,-489.808,-560.727,4.7,-563.808,-432.556,4.7,-563.808,-432.556,-120.5,-489.808,-560.727,-120.5
W+0_RB4-_S08_Forward,637633525,0,0,4,8,1,1,3,24789.6,-564.808,-430.823,4.7,-663.808,-259.35,4.7,-663.808,-259.35,-120.5,-564.808,-430.823,-120.5
W+0_RB4_S09_Backward,637568117,0,0,4,9,1,1,1,23146.2,-262.597,-664.763,122.2,-434.07,-565.763,122.2,-434.07,-565.763,5.3,-262.597,-664.763,5.3
W+0_RB4_S09_Forward,637633653,0,0,4,9,1,1,3,24789.6,-262.597,-664.763,4.7,-434.07,-565.763,4.7,-434.07,-565.763,-120.5,-262.597,-664.763,-120.5
W+0_RB4-_S10_Backward,637568245,0,0,4,10,1,1,1,28991.2,-258.7,-704.55,-122.2,-10.7,-704.55,-122.2,-10.7,-704.55,-5.3,-258.7,-704.55,-5.3
W+0_RB4-_S10_Forward,637633781,0,0,4,10,1,1,3,31049.6,-258.7,-704.55,-4.7,-10.7,-704.55,-4.7,-10.7,-704.55,120.5,-258.7,-704.55,120.5
W+0_RB4+_S10_Backward,637572341,0,0,4,10,1,2,1,28991.2,10.7,-704.55,-122.2,258.7,-704.55,-122.2,258.7,-704.55,-5.3,10.7,-704.55,-5.3
W+0_RB4+_S10_Forward,637637877,0,0,4,10,1,2,3,31049.6,10.7,-704.55,-4.7,258.7,-704.55,-4.7,258.7,-704.55,120.5,10.7,-704.55,120.5
W+0_RB4_S11_Backward,637568373,0,0,4,11,1,1,1,23146.2,262.597,-664.763,-122.2,434.07,-565.763,-122.2,434.07,-565.763,-5.3,262.597,-664.763,-5.3
W+0_RB4_S11_Forward,637633909,0,0,4,11,1,1,3,24789.6,262.597,-664.763,-4.7,434.07,-565.763,-4.7,434.07,-565.763,120.5,262.597,-664.763,120.5
W+0_RB4-_S12_Backward,637568501,0,0,4,12,1,1,1,17301.2,563.808,-432.556,122.2,489.808,-560.727,122.2,489.808,-560.727,5.3,563.808,-432.556,5.3
W+0_RB4+_S12_Backward,637572597,0,0,4,12,1,2,1,23146.2,663.808,-259.35,122.2,564.808,-430.823,122.2,564.808,-430.823,5.3,663.808,-259.35,5.3
W+0_RB4-_S12_Forward,637634037,0,0,4,12,1,1,3,18529.6,563.808,-432.556,4.7,489.808,-560.727,4.7,489.808,-560.727,-120.5,563.808,-432.556,-120.5
W+0_RB4+_S12_Forward,637638133,0,0,4,12,1,2,3,24789.6,663.808,-259.35,4.7,564.808,-430.823,4.7,564.808,-430.823,-120.5,663.808,-259.35,-120.5
W+1_RB1in_S01_Backward,637567001,0,1,1,1,1,1,1,24081.4,413.675,-65.4,146.4,413.675,140.6,146.4,413.675,140.6,263.3,413.675,-65.4,263.3
W+1_RB1in_S01_Forward,637632537,0,1,1,1,1,1,3,25791.2,413.675,-65.4,263.9,413.675,140.6,263.9,413.675,140.6,389.1,413.675,-65.4,389.1
