Running brilcalc
brilcalc lumi -b STABLE BEAMS --normtag /cms/ldap_home/jhgoh/.lumiCalc/Normtags/normtag_PHYSICS.json -i ../LumiJSON/Cert_271036-284044_13TeV_23Sep2016ReReco_Collisions16_JSON_MuonPhys.txt -u /pb -c /cvmfs/cms.cern.ch/SITECONF/local/JobConfig/site-local-config.xml
#Data tag : 19v2 , Norm tag: composite
+-------------+-------------------+------+------+----------------+---------------+
| run:fill    | time              | nls  | ncms | delivered(/pb) | recorded(/pb) |
| 278805:5198 | 08/13/16 17:23:57 | 277  | 277  | 59.780885427   | 56.081362135  |
| 278808:5198 | 08/13/16 19:25:19 | 1793 | 1793 | 280.421871354  | 269.976873819 |
| 278820:5199 | 08/14/16 11:00:51 | 1517 | 1517 | 298.269702259  | 286.511293001 |
| 278821:5199 | 08/14/16 21:34:57 | 35   | 35   | 5.182773250    | 4.625087256   |
| 278822:5199 | 08/14/16 21:52:47 | 1627 | 1627 | 197.309521205  | 191.158369542 |
| 278873:5205 | 08/15/16 23:25:45 | 60   | 60   | 11.252200036   | 2.011529332   |
| 278874:5205 | 08/15/16 23:51:53 | 477  | 477  | 86.949604004   | 81.773427389  |
| 278875:5205 | 08/16/16 03:01:20 | 833  | 833  | 120.213984077  | 114.871994473 |
| 278923:5206 | 08/16/16 12:16:32 | 413  | 413  | 102.909605969  | 98.543102636  |
| 278957:5209 | 08/16/16 21:31:36 | 149  | 149  | 37.726033876   | 36.164158587  |
| 278962:5210 | 08/17/16 01:08:31 | 341  | 341  | 81.732524521   | 75.976997963  |
| 278963:5210 | 08/17/16 03:24:57 | 175  | 175  | 38.765525946   | 37.267386549  |
| 278969:5211 | 08/17/16 07:16:52 | 1388 | 1388 | 295.695138882  | 282.850864850 |
| 278975:5211 | 08/17/16 16:23:16 | 848  | 848  | 125.667471934  | 120.000479166 |
| 278976:5211 | 08/17/16 21:58:16 | 20   | 20   | 2.654952431    | 2.555233406   |
| 278986:5213 | 08/18/16 04:02:59 | 129  | 129  | 33.648592208   | 31.547718913  |
| 279024:5219 | 08/18/16 22:31:53 | 301  | 301  | 52.215805993   | 49.595681556  |
| 279029:5219 | 08/19/16 02:19:40 | 260  | 260  | 40.068451658   | 38.088365383  |
| 279071:5222 | 08/19/16 15:40:07 | 174  | 174  | 23.486253216   | 22.581050882  |
| 279080:5223 | 08/19/16 22:42:50 | 157  | 157  | 13.232074047   | 12.772790231  |
| 279115:5229 | 08/20/16 22:08:09 | 407  | 407  | 87.596122860   | 84.298417620  |
| 279116:5229 | 08/21/16 01:36:03 | 448  | 448  | 94.459612186   | 90.639285452  |
| 279479:5247 | 08/25/16 04:33:24 | 105  | 105  | 6.264019913    | 5.926778972   |
| 279588:5251 | 08/25/16 21:08:11 | 1160 | 1160 | 236.866957548  | 228.517079970 |
| 279653:5253 | 08/26/16 14:05:52 | 181  | 181  | 45.026377117   | 43.391596562  |
| 279654:5253 | 08/26/16 15:21:58 | 1246 | 1246 | 248.639767343  | 240.614674260 |
| 279656:5253 | 08/26/16 23:49:40 | 43   | 43   | 6.732125224    | 5.683778791   |
| 279658:5253 | 08/27/16 01:35:19 | 712  | 712  | 96.052472640   | 93.394296296  |
| 279667:5254 | 08/27/16 09:08:23 | 966  | 966  | 215.828642729  | 208.731642037 |
| 279681:5256 | 08/27/16 21:57:02 | 28   | 28   | 7.254945466    | 6.669545474   |
| 279682:5256 | 08/27/16 22:11:02 | 33   | 33   | 8.599451071    | 7.775812963   |
| 279683:5256 | 08/27/16 22:32:16 | 26   | 26   | 6.702402955    | 6.362365396   |
| 279684:5256 | 08/27/16 22:46:58 | 22   | 22   | 5.548222672    | 5.302872309   |
| 279685:5256 | 08/27/16 23:07:12 | 209  | 209  | 50.264011273   | 48.653208637  |
| 279691:5257 | 08/28/16 03:41:26 | 43   | 43   | 10.244719077   | 9.655603765   |
| 279694:5257 | 08/28/16 04:03:09 | 2235 | 2235 | 418.408537166  | 406.418024420 |
| 279715:5258 | 08/28/16 22:01:34 | 621  | 621  | 142.975023359  | 137.395611870 |
| 279716:5258 | 08/29/16 02:17:06 | 1653 | 1653 | 265.050244737  | 258.223424955 |
| 279760:5261 | 08/29/16 20:21:24 | 662  | 662  | 160.197490924  | 154.923780045 |
| 279766:5261 | 08/30/16 01:08:36 | 1689 | 1689 | 276.274003989  | 268.330897377 |
| 279767:5261 | 08/30/16 12:08:03 | 776  | 776  | 91.848620225   | 89.813165554  |
| 279794:5264 | 08/30/16 23:41:02 | 1024 | 1024 | 229.992963595  | 223.093491866 |
| 279823:5265 | 08/31/16 10:00:39 | 335  | 335  | 84.378471728   | 81.827884404  |
| 279841:5266 | 08/31/16 15:23:17 | 2040 | 2040 | 392.674269544  | 380.358689704 |
| 279844:5267 | 09/01/16 07:21:16 | 224  | 224  | 59.213231897   | 56.587892507  |
| 279887:5270 | 09/01/16 23:20:52 | 316  | 316  | 76.442157819   | 73.315951298  |
| 279931:5274 | 09/02/16 11:37:39 | 2937 | 2937 | 490.588060794  | 475.875123049 |
| 279966:5275 | 09/03/16 09:20:25 | 363  | 363  | 96.966336938   | 93.010881563  |
| 279975:5276 | 09/03/16 14:45:09 | 1052 | 1052 | 254.609262614  | 245.459046307 |
| 279993:5277 | 09/04/16 00:23:27 | 72   | 72   | 19.261839460   | 18.075211089  |
| 279994:5277 | 09/04/16 00:56:48 | 47   | 47   | 13.118972615   | 12.379774538  |
| 279995:5277 | 09/04/16 01:20:34 | 8    | 8    | 2.174250193    | 1.249145197   |
| 280002:5277 | 09/04/16 01:55:31 | 111  | 106  | 28.761623512   | 27.025284123  |
| 280006:5277 | 09/04/16 02:44:22 | 68   | 68   | 16.754415127   | 16.052867243  |
| 280007:5277 | 09/04/16 03:14:22 | 36   | 36   | 8.679723913    | 8.348038510   |
| 280013:5277 | 09/04/16 03:35:47 | 25   | 25   | 5.868208722    | 5.635925249   |
| 280015:5277 | 09/04/16 03:55:19 | 580  | 580  | 121.335825173  | 116.788295816 |
| 280016:5277 | 09/04/16 07:42:16 | 149  | 149  | 27.553952521   | 26.575518877  |
| 280017:5277 | 09/04/16 08:45:47 | 608  | 608  | 100.894943358  | 97.988265525  |
| 280018:5277 | 09/04/16 12:47:05 | 1281 | 1281 | 163.305581193  | 159.034296227 |
| 280020:5277 | 09/04/16 21:15:15 | 45   | 45   | 4.786649551    | 4.613516642   |
| 280024:5277 | 09/04/16 21:47:39 | 427  | 427  | 42.616591606   | 41.841049348  |
| 280187:5279 | 09/05/16 20:24:23 | 56   | 56   | 14.335621991   | 13.218188884  |
| 280188:5279 | 09/05/16 20:50:25 | 245  | 245  | 64.181141430   | 61.560219426  |
| 280191:5279 | 09/05/16 22:40:17 | 898  | 898  | 185.804875564  | 179.131014890 |
| 280194:5279 | 09/06/16 06:00:49 | 238  | 238  | 37.793482892   | 36.665471258  |
| 280242:5282 | 09/06/16 15:43:40 | 625  | 625  | 153.836093531  | 147.690347523 |
| 280249:5282 | 09/06/16 19:52:07 | 1432 | 1432 | 247.137665001  | 239.160039037 |
| 280251:5282 | 09/07/16 05:14:58 | 371  | 371  | 48.430108219   | 47.175675815  |
| 280327:5287 | 09/08/16 08:23:13 | 37   | 37   | 9.545668001    | 8.719126015   |
| 280330:5287 | 09/08/16 08:46:53 | 857  | 857  | 192.892595203  | 185.776359949 |
| 280349:5287 | 09/08/16 14:27:22 | 624  | 624  | 108.359838839  | 104.819741964 |
| 280363:5287 | 09/08/16 18:47:24 | 359  | 359  | 51.706696895   | 50.013336179  |
| 280364:5287 | 09/08/16 21:09:57 | 1350 | 1350 | 160.999143031  | 155.384550763 |
| 280383:5288 | 09/09/16 08:41:13 | 2    | 2    | 0.544509489    | 0.248003536   |
| 280384:5288 | 09/09/16 08:49:12 | 33   | 33   | 8.457590851    | 7.808693198   |
| 280385:5288 | 09/09/16 09:11:36 | 2015 | 2015 | 379.236620157  | 365.543681048 |
| 281613:5331 | 09/25/16 06:03:32 | 791  | 791  | 11.321562188   | 9.764089842   |
| 281639:5338 | 09/26/16 07:45:13 | 132  | 132  | 20.216005896   | 18.977254955  |
| 281641:5338 | 09/26/16 09:34:34 | 319  | 319  | 40.998947562   | 39.267577301  |
| 281686:5339 | 09/26/16 16:25:01 | 20   | 20   | 5.522415734    | 5.237282778   |
| 281691:5339 | 09/26/16 16:48:30 | 14   | 14   | 3.756250739    | 3.582514519   |
| 281693:5339 | 09/26/16 16:57:00 | 2191 | 2191 | 388.911114904  | 376.118399168 |
| 281707:5340 | 09/27/16 09:47:29 | 967  | 967  | 227.092874987  | 217.755250080 |
| 281726:5340 | 09/27/16 16:14:38 | 288  | 288  | 51.084318741   | 49.352584315  |
| 281727:5340 | 09/27/16 18:10:03 | 1605 | 1605 | 207.896386635  | 202.020172081 |
| 281797:5345 | 09/28/16 12:04:48 | 2052 | 2052 | 412.644375942  | 397.836480148 |
| 281975:5351 | 09/30/16 03:23:12 | 215  | 215  | 58.430529292   | 53.956630680  |
| 281976:5351 | 09/30/16 04:48:03 | 2166 | 2166 | 353.469652148  | 340.010061459 |
| 282033:5352 | 09/30/16 21:30:43 | 36   | 36   | 8.952995811    | 8.255815017   |
| 282034:5352 | 09/30/16 21:48:05 | 33   | 33   | 9.332413007    | 8.631466197   |
| 282035:5352 | 09/30/16 22:03:01 | 40   | 40   | 10.934043176   | 9.405334187   |
| 282037:5352 | 09/30/16 22:24:14 | 1862 | 1862 | 345.619962347  | 331.596106040 |
| 282092:5355 | 10/02/16 13:49:37 | 2185 | 2185 | 403.930845199  | 390.979918028 |
| 282708:5391 | 10/09/16 08:39:30 | 8    | 8    | 2.498433886    | 2.118367299   |
| 282710:5391 | 10/09/16 08:49:08 | 3    | 3    | 0.877109950    | 0.346457793   |
| 282712:5391 | 10/09/16 09:00:13 | 60   | 60   | 17.518234375   | 16.682537124  |
| 282730:5393 | 10/09/16 12:41:53 | 76   | 76   | 22.277456294   | 20.382034632  |
| 282731:5393 | 10/09/16 13:13:59 | 172  | 172  | 50.284580639   | 47.479404896  |
| 282732:5393 | 10/09/16 14:23:16 | 69   | 69   | 18.810708458   | 18.071781854  |
| 282733:5393 | 10/09/16 14:52:26 | 177  | 177  | 44.847885121   | 43.147575479  |
| 282734:5393 | 10/09/16 16:03:11 | 327  | 327  | 73.118677326   | 70.460004016  |
| 282735:5393 | 10/09/16 18:12:39 | 1819 | 1819 | 277.331066791  | 269.529474001 |
| 282800:5394 | 10/10/16 14:17:15 | 377  | 377  | 97.228792280   | 93.579664970  |
| 282807:5394 | 10/10/16 16:48:03 | 326  | 326  | 74.464282033   | 70.562619149  |
| 282814:5394 | 10/10/16 18:58:58 | 1843 | 1843 | 284.967120541  | 276.224384230 |
| 282842:5395 | 10/11/16 10:34:00 | 80   | 80   | 24.493131867   | 23.509443956  |
| 282917:5401 | 10/12/16 01:27:07 | 74   | 74   | 18.897093281   | 17.965019095  |
| 282918:5401 | 10/12/16 02:00:22 | 51   | 51   | 13.436091394   | 12.877857315  |
| 282919:5401 | 10/12/16 02:23:36 | 243  | 243  | 59.354125541   | 57.230808672  |
| 282922:5401 | 10/12/16 05:09:33 | 131  | 131  | 27.364405810   | 25.520575385  |
| 282923:5401 | 10/12/16 06:04:20 | 222  | 222  | 43.098064842   | 41.060582308  |
| 282924:5401 | 10/12/16 07:34:42 | 1    | 1    | 0.180093367    | 0.168569666   |
| 283042:5405 | 10/12/16 22:38:59 | 6    | 6    | 1.601212424    | 1.419220329   |
| 283043:5405 | 10/12/16 22:44:16 | 517  | 517  | 121.912995121  | 116.699469204 |
| 283049:5406 | 10/13/16 05:05:17 | 12   | 12   | 3.893136820    | 3.132359687   |
| 283050:5406 | 10/13/16 05:13:23 | 212  | 212  | 62.034816209   | 57.939220091  |
| 283052:5406 | 10/13/16 06:45:19 | 111  | 111  | 30.192632620   | 28.777008247  |
| 283059:5406 | 10/13/16 08:00:56 | 450  | 450  | 102.980077647  | 98.777845159  |
| 283270:5416 | 10/14/16 18:39:48 | 1833 | 1833 | 394.492218340  | 381.443761702 |
| 283283:5416 | 10/15/16 06:37:08 | 1744 | 1744 | 202.358246949  | 197.444168969 |
| 283305:5418 | 10/15/16 21:41:13 | 7    | 7    | 2.150283544    | 1.390518867   |
| 283306:5418 | 10/15/16 21:46:57 | 289  | 289  | 80.245548146   | 76.859026827  |
| 283307:5418 | 10/15/16 23:43:44 | 454  | 454  | 104.747886401  | 100.279861202 |
| 283308:5418 | 10/16/16 02:46:26 | 970  | 970  | 170.256366396  | 163.957732600 |
| 283353:5421 | 10/16/16 19:55:17 | 743  | 743  | 198.012479658  | 191.087631218 |
| 283358:5421 | 10/17/16 00:50:19 | 981  | 981  | 181.584915164  | 172.478157906 |
| 283359:5421 | 10/17/16 07:15:19 | 428  | 428  | 62.279355998   | 60.804580889  |
| 283407:5423 | 10/17/16 21:54:07 | 33   | 33   | 10.928019384   | 9.814026315   |
| 283408:5423 | 10/17/16 22:10:43 | 2344 | 2344 | 473.086559516  | 457.018851144 |
| 283416:5423 | 10/18/16 14:57:30 | 243  | 243  | 28.061573686   | 21.713876899  |
| 283453:5424 | 10/18/16 19:07:49 | 455  | 455  | 128.643084189  | 123.278367338 |
| 283469:5426 | 10/19/16 01:09:36 | 1    | 1    | 0.333932827    | 0.031237045   |
| 283478:5427 | 10/19/16 04:13:19 | 894  | 894  | 223.919637978  | 215.661546160 |
| 283548:5433 | 10/19/16 22:58:39 | 144  | 144  | 27.351074019   | 26.451260165  |
| 283680:5437 | 10/21/16 03:17:51 | 81   | 81   | 19.704505346   | 18.937475932  |
| 283681:5437 | 10/21/16 03:56:07 | 17   | 17   | 4.014517433    | 3.813224239   |
| 283682:5437 | 10/21/16 04:08:38 | 384  | 384  | 82.551060832   | 80.063189919  |
| 283685:5437 | 10/21/16 06:40:48 | 314  | 314  | 21.533450474   | 20.432302595  |
| 283820:5439 | 10/21/16 20:48:18 | 1482 | 1482 | 267.780170453  | 259.057765449 |
| 283830:5439 | 10/22/16 06:27:24 | 722  | 722  | 105.118210242  | 102.254914810 |
| 283834:5439 | 10/22/16 11:11:28 | 81   | 81   | 10.257279445   | 9.009585103   |
| 283835:5439 | 10/22/16 11:45:28 | 111  | 111  | 12.980169218   | 11.312988907  |
| 283865:5441 | 10/22/16 17:30:09 | 1177 | 1177 | 273.498407593  | 264.403139126 |
| 283876:5442 | 10/23/16 03:38:50 | 657  | 657  | 170.093670297  | 163.762579891 |
| 283877:5442 | 10/23/16 07:59:53 | 1496 | 1496 | 253.599756027  | 245.684055842 |
| 283884:5443 | 10/23/16 23:44:05 | 404  | 404  | 106.663896518  | 101.925204024 |
| 283885:5443 | 10/24/16 02:25:30 | 1723 | 1723 | 298.906868062  | 290.452170226 |
| 283933:5446 | 10/24/16 18:32:31 | 145  | 145  | 42.253313342   | 40.330644227  |
| 283934:5446 | 10/24/16 19:33:15 | 1291 | 1291 | 285.837252292  | 275.345000251 |
| 283946:5448 | 10/25/16 07:30:41 | 1377 | 1377 | 311.777625683  | 300.188316809 |
| 283964:5448 | 10/25/16 16:29:30 | 388  | 388  | 60.551018563   | 58.697972971  |
| 284006:5450 | 10/26/16 01:53:26 | 318  | 318  | 59.728266770   | 57.690296602  |
| 284014:5450 | 10/26/16 03:59:16 | 266  | 266  | 49.125750539   | 47.826032791  |
| 284025:5451 | 10/26/16 08:56:43 | 48   | 48   | 12.617985433   | 12.192594714  |
| 284029:5451 | 10/26/16 09:19:00 | 112  | 112  | 31.774694488   | 29.940882681  |
| 284035:5451 | 10/26/16 10:04:52 | 360  | 360  | 90.600429723   | 87.614551581  |
| 284036:5451 | 10/26/16 12:28:09 | 346  | 346  | 74.789601989   | 71.719298476  |
| 284037:5451 | 10/26/16 14:48:03 | 340  | 340  | 64.361637807   | 62.387614250  |
| 284038:5451 | 10/26/16 17:02:16 | 55   | 55   | 9.705896010    | 9.103983829   |
| 284039:5451 | 10/26/16 17:27:02 | 30   | 30   | 5.198005446    | 4.797111669   |
| 284040:5451 | 10/26/16 17:42:18 | 33   | 33   | 5.652544338    | 5.446855482   |
| 284041:5451 | 10/26/16 17:59:11 | 44   | 44   | 7.222186386    | 6.812087802   |
| 284042:5451 | 10/26/16 18:23:53 | 129  | 129  | 20.592252915   | 19.699817443  |
| 284043:5451 | 10/26/16 19:17:23 | 220  | 220  | 32.452211416   | 31.711872930  |
| 284044:5451 | 10/26/16 20:46:05 | 30   | 30   | 4.372171709    | 4.286644745   |
+-------------+-------------------+------+------+----------------+---------------+
#Summary: 
+-------+------+--------+--------+-------------------+------------------+
| nfill | nrun | nls    | ncms   | totdelivered(/pb) | totrecorded(/pb) |
+-------+------+--------+--------+-------------------+------------------+
| 145   | 423  | 234950 | 234940 | 37855.382240938   | 36295.391819430  |
+-------+------+--------+--------+-------------------+------------------+

#Check JSON:
#(run,ls) in json but not in results: []
