Running brilcalc
brilcalc lumi -b STABLE BEAMS --normtag /cms/ldap_home/jhgoh/.lumiCalc/Normtags/normtag_PHYSICS.json -i ../LumiJSON/Cert_294927-306462_13TeV_EOY2017ReReco_Collisions17_JSON_MuonPhys.txt -u /pb -c /cvmfs/cms.cern.ch/SITECONF/local/JobConfig/site-local-config.xml
#Data tag : 19v2 , Norm tag: composite
+-------------+-------------------+------+------+----------------+---------------+
| run:fill    | time              | nls  | ncms | delivered(/pb) | recorded(/pb) |
| 302228:6159 | 09/02/17 03:31:11 | 234  | 234  | 39.717460703   | 38.240723583  |
| 302229:6159 | 09/02/17 05:05:33 | 457  | 457  | 69.211591856   | 67.570786012  |
| 302240:6160 | 09/02/17 10:53:49 | 960  | 960  | 141.917734100  | 138.868374322 |
| 302262:6161 | 09/03/17 03:32:01 | 435  | 428  | 80.030571622   | 75.969816327  |
| 302263:6161 | 09/03/17 06:21:33 | 1250 | 1250 | 168.935530180  | 165.383267106 |
| 302277:6165 | 09/03/17 22:44:53 | 377  | 377  | 55.851825143   | 54.198193209  |
| 302279:6165 | 09/04/17 07:35:57 | 71   | 70   | 6.472556607    | 5.862908523   |
| 302280:6165 | 09/04/17 08:06:51 | 152  | 152  | 12.808800100   | 12.611393481  |
| 302322:6167 | 09/04/17 17:43:03 | 838  | 838  | 99.513482880   | 96.870473990  |
| 302328:6168 | 09/05/17 01:49:04 | 681  | 681  | 96.130172512   | 93.450402919  |
| 302337:6169 | 09/05/17 09:16:54 | 136  | 127  | 23.588372648   | 20.376769752  |
| 302342:6169 | 09/05/17 10:22:40 | 54   | 54   | 9.166992212    | 6.933227980   |
| 302343:6169 | 09/05/17 10:52:16 | 98   | 97   | 16.033889479   | 15.318243954  |
| 302344:6169 | 09/05/17 11:33:14 | 520  | 511  | 75.819817275   | 68.814516185  |
| 302350:6169 | 09/05/17 15:02:18 | 136  | 136  | 16.753059090   | 16.492993494  |
| 302388:6170 | 09/05/17 18:47:02 | 691  | 691  | 131.782100140  | 127.483322710 |
| 302392:6171 | 09/06/17 01:57:37 | 363  | 355  | 80.810629700   | 74.911825785  |
| 302393:6171 | 09/06/17 04:19:09 | 887  | 887  | 160.742391113  | 157.322303287 |
| 302448:6174 | 09/06/17 20:48:45 | 1906 | 1906 | 317.221162879  | 309.426868982 |
| 302472:6175 | 09/07/17 11:26:58 | 781  | 781  | 161.048569249  | 154.748577416 |
| 302473:6175 | 09/07/17 16:32:57 | 406  | 397  | 68.030203861   | 60.465030577  |
| 302474:6175 | 09/07/17 19:17:17 | 305  | 305  | 45.529149789   | 43.413266703  |
| 302475:6175 | 09/07/17 21:17:58 | 7    | 2    | 0.992210059    | 0.099575934   |
| 302476:6175 | 09/07/17 21:22:33 | 259  | 259  | 34.366509849   | 33.417296821  |
| 302479:6176 | 09/08/17 01:19:43 | 311  | 311  | 72.026685669   | 68.832428229  |
| 302484:6177 | 09/08/17 06:07:18 | 169  | 169  | 38.848834213   | 36.414085891  |
| 302485:6177 | 09/08/17 07:17:25 | 922  | 922  | 179.207049261  | 173.348265823 |
| 302492:6177 | 09/08/17 13:49:02 | 49   | 44   | 7.763388192    | 6.787590659   |
| 302493:6177 | 09/08/17 14:09:59 | 7    | 2    | 1.097135516    | 0.141709662   |
| 302494:6177 | 09/08/17 14:13:24 | 618  | 618  | 88.321293675   | 86.352322275  |
| 302509:6179 | 09/08/17 23:12:14 | 20   | 20   | 5.151812562    | 4.987039668   |
| 302513:6180 | 09/09/17 02:18:36 | 53   | 53   | 13.229521768   | 12.202645154  |
| 302522:6182 | 09/09/17 07:21:36 | 18   | 12   | 2.987120873    | 0.508554543   |
| 302523:6182 | 09/09/17 07:29:07 | 59   | 54   | 13.791254790   | 10.748270657  |
| 302525:6182 | 09/09/17 07:58:46 | 709  | 702  | 140.978560452  | 134.813248419 |
| 302526:6182 | 09/09/17 13:00:58 | 582  | 582  | 90.482647894   | 88.305523822  |
| 302548:6185 | 09/10/17 01:59:07 | 85   | 81   | 18.485277966   | 15.739562323  |
| 302551:6185 | 09/10/17 02:41:42 | 7    | 6    | 1.535251157    | 0.103949012   |
| 302553:6185 | 09/10/17 02:50:55 | 188  | 187  | 39.058429020   | 37.036843229  |
| 302554:6185 | 09/10/17 04:05:18 | 7    | 3    | 1.388154522    | 0.091438005   |
| 302555:6185 | 09/10/17 04:09:27 | 11   | 11   | 2.176059174    | 1.909606553   |
| 302563:6186 | 09/10/17 07:12:18 | 7    | 7    | 1.439095338    | 0.320075454   |
| 302565:6186 | 09/10/17 07:21:03 | 7    | 3    | 1.624172447    | 0.149415705   |
| 302566:6186 | 09/10/17 07:26:29 | 71   | 63   | 16.031219014   | 13.755471866  |
| 302572:6186 | 09/10/17 08:51:54 | 286  | 281  | 56.715765319   | 53.765298282  |
| 302573:6186 | 09/10/17 10:44:44 | 1285 | 1285 | 197.613027486  | 193.271825564 |
| 302596:6189 | 09/11/17 03:28:46 | 940  | 934  | 182.681428739  | 175.787909340 |
| 302597:6189 | 09/11/17 09:35:10 | 1054 | 1054 | 148.097115591  | 145.123420127 |
| 302634:6191 | 09/12/17 01:21:56 | 584  | 584  | 123.070036625  | 116.834749009 |
| 302635:6191 | 09/12/17 05:18:01 | 1252 | 1252 | 189.629659836  | 184.469237657 |
| 302651:6192 | 09/12/17 16:37:00 | 149  | 146  | 33.940067953   | 30.035338391  |
| 302654:6192 | 09/12/17 17:38:00 | 317  | 317  | 65.600498284   | 63.967438121  |
| 302661:6193 | 09/12/17 22:27:07 | 72   | 67   | 15.303013246   | 9.465407818   |
| 302663:6193 | 09/12/17 23:00:30 | 706  | 706  | 137.829628557  | 134.253685564 |
| 303824:6239 | 09/24/17 02:56:57 | 487  | 487  | 77.935446600   | 75.454751204  |
| 303825:6239 | 09/24/17 07:38:22 | 180  | 180  | 23.267728186   | 22.834484198  |
| 303832:6240 | 09/24/17 11:12:03 | 1860 | 1860 | 331.441388056  | 321.772404774 |
| 303838:6241 | 09/25/17 01:48:14 | 1963 | 1963 | 392.733747460  | 380.035364512 |
| 303885:6243 | 09/25/17 19:09:18 | 1993 | 1993 | 415.750493212  | 400.159044906 |
| 303948:6245 | 09/26/17 12:47:20 | 1624 | 1624 | 366.223326641  | 351.609948297 |
| 303998:6247 | 09/27/17 07:04:50 | 262  | 262  | 79.268300726   | 73.026070448  |
| 303999:6247 | 09/27/17 08:51:42 | 751  | 747  | 180.569308416  | 172.738813304 |
| 304000:6247 | 09/27/17 13:43:21 | 56   | 56   | 10.854211449   | 10.644324229  |
| 304062:6252 | 09/27/17 20:37:25 | 1961 | 1961 | 394.968862846  | 382.104603380 |
| 304119:6253 | 09/28/17 12:28:48 | 80   | 76   | 25.262771293   | 21.460821282  |
| 304120:6253 | 09/28/17 13:00:38 | 253  | 252  | 77.818055431   | 72.288317759  |
| 304125:6253 | 09/28/17 14:40:12 | 1769 | 1769 | 347.273370265  | 338.100565932 |
| 304144:6255 | 09/29/17 05:27:56 | 2580 | 2580 | 556.715890612  | 533.880990462 |
| 304158:6258 | 09/30/17 06:34:02 | 1922 | 1922 | 383.216885619  | 370.884680233 |
| 304169:6259 | 09/30/17 22:12:01 | 1684 | 1682 | 352.516788774  | 338.591907608 |
| 304170:6259 | 10/01/17 09:08:28 | 620  | 620  | 77.076858050   | 75.626312559  |
| 304199:6261 | 10/01/17 18:52:32 | 9    | 5    | 2.833423364    | 0.059033858   |
| 304200:6261 | 10/01/17 18:55:56 | 321  | 321  | 92.919220797   | 88.141922442  |
| 304204:6262 | 10/01/17 23:41:28 | 553  | 553  | 162.979487137  | 153.181547860 |
| 304209:6263 | 10/02/17 05:33:50 | 426  | 426  | 133.098566070  | 122.614531860 |
| 304291:6266 | 10/02/17 17:40:12 | 30   | 22   | 8.571483374    | 3.372765130   |
| 304292:6266 | 10/02/17 17:51:42 | 1810 | 1810 | 377.884809225  | 356.762529442 |
| 304333:6268 | 10/03/17 11:50:16 | 1580 | 1580 | 382.161342220  | 366.646071013 |
| 304354:6269 | 10/04/17 03:17:59 | 214  | 214  | 72.347948242   | 68.254535355  |
| 304366:6271 | 10/04/17 09:20:21 | 1819 | 1819 | 435.690667217  | 419.018022530 |
| 304446:6272 | 10/05/17 00:46:48 | 72   | 72   | 25.641637873   | 19.011385049  |
| 304447:6272 | 10/05/17 01:17:36 | 1644 | 1644 | 387.505083866  | 369.788417609 |
| 304451:6272 | 10/05/17 12:15:05 | 60   | 54   | 8.736541401    | 7.415690475   |
| 304505:6275 | 10/05/17 18:53:15 | 27   | 26   | 9.511603626    | 7.711608006   |
| 304506:6275 | 10/05/17 19:04:50 | 370  | 370  | 124.625294033  | 119.535842526 |
| 304507:6275 | 10/05/17 21:32:15 | 239  | 235  | 70.334560083   | 50.591786620  |
| 304508:6275 | 10/05/17 23:07:03 | 1324 | 1324 | 254.739966937  | 248.024589761 |
| 304562:6276 | 10/06/17 12:30:33 | 794  | 794  | 235.445281709  | 221.933737881 |
| 304616:6278 | 10/06/17 22:15:30 | 942  | 942  | 267.760823429  | 253.368596747 |
| 304625:6279 | 10/07/17 07:35:53 | 464  | 462  | 155.528887988  | 136.309937724 |
| 304626:6279 | 10/07/17 10:38:44 | 8    | 8    | 2.531789079    | 2.315882318   |
| 304654:6283 | 10/08/17 01:25:39 | 652  | 645  | 207.534379046  | 173.597579879 |
| 304655:6283 | 10/08/17 05:39:51 | 1194 | 1194 | 238.836043604  | 229.947013742 |
| 304661:6284 | 10/08/17 15:49:49 | 188  | 185  | 64.819762830   | 55.322070803  |
| 304662:6284 | 10/08/17 17:02:49 | 150  | 147  | 48.247116291   | 43.509010361  |
| 304663:6284 | 10/08/17 18:03:25 | 689  | 689  | 185.544277731  | 177.083904661 |
| 304671:6285 | 10/09/17 00:42:58 | 1143 | 1139 | 326.111694351  | 308.364239046 |
| 304672:6285 | 10/09/17 08:09:10 | 60   | 60   | 12.453585479   | 12.167963489  |
| 304737:6287 | 10/09/17 19:53:10 | 81   | 75   | 27.920028155   | 24.061358134  |
| 304738:6287 | 10/09/17 20:24:42 | 1681 | 1677 | 426.729367254  | 409.354390732 |
| 304739:6287 | 10/10/17 07:20:18 | 14   | 11   | 2.200827520    | 1.550956105   |
| 304740:6287 | 10/10/17 07:25:27 | 278  | 278  | 40.808990638   | 39.852170179  |
| 304776:6288 | 10/10/17 12:08:18 | 50   | 41   | 17.214262081   | 9.373711286   |
| 304777:6288 | 10/10/17 12:27:41 | 510  | 503  | 168.330732693  | 158.349276614 |
| 304778:6288 | 10/10/17 15:47:07 | 1297 | 1297 | 273.930563873  | 266.216592927 |
| 304797:6291 | 10/11/17 07:04:09 | 2921 | 2921 | 583.422097282  | 561.013359599 |
| 305044:6297 | 10/13/17 21:00:45 | 222  | 218  | 72.793904623   | 67.132643604  |
| 305045:6297 | 10/13/17 23:11:07 | 873  | 873  | 211.531418011  | 202.352037957 |
| 305046:6297 | 10/14/17 04:51:45 | 683  | 683  | 111.406155954  | 108.548625688 |
| 305059:6298 | 10/14/17 11:45:00 | 512  | 510  | 173.430432142  | 157.786385524 |
| 305062:6298 | 10/14/17 15:13:17 | 8    | 5    | 2.691613169    | 1.305638199   |
| 305063:6298 | 10/14/17 15:18:15 | 35   | 35   | 11.546876138   | 9.565484579   |
| 305064:6298 | 10/14/17 15:34:27 | 2045 | 2045 | 391.763826531  | 380.018945377 |
| 305081:6300 | 10/15/17 09:05:35 | 1056 | 1056 | 333.987552009  | 315.140452821 |
| 305112:6303 | 10/15/17 23:07:00 | 1460 | 1455 | 420.290538065  | 400.956803264 |
| 305113:6303 | 10/16/17 08:40:46 | 64   | 59   | 12.353642561   | 10.930751767  |
| 305114:6303 | 10/16/17 09:05:22 | 526  | 526  | 87.283979694   | 85.167817635  |
| 305178:6304 | 10/16/17 17:19:50 | 56   | 53   | 19.523176435   | 17.181663474  |
| 305179:6304 | 10/16/17 17:41:42 | 21   | 17   | 7.322397235    | 3.856497315   |
| 305180:6304 | 10/16/17 17:50:42 | 9    | 5    | 3.106354948    | 0.554953804   |
| 305181:6304 | 10/16/17 17:55:03 | 8    | 7    | 2.816681714    | 0.585574183   |
| 305182:6304 | 10/16/17 18:00:34 | 8    | 5    | 2.775100618    | 0.951367480   |
| 305183:6304 | 10/16/17 18:04:56 | 266  | 262  | 92.376785901   | 77.442132934  |
| 305184:6304 | 10/16/17 19:50:14 | 8    | 8    | 2.747194806    | 0.103732085   |
| 305185:6304 | 10/16/17 19:54:31 | 8    | 4    | 2.737178660    | 0.036539806   |
| 305186:6304 | 10/16/17 19:58:49 | 422  | 422  | 129.850384027  | 122.445083608 |
| 305188:6304 | 10/16/17 23:07:05 | 1002 | 1002 | 204.476365604  | 198.329647317 |
| 305202:6305 | 10/17/17 08:18:29 | 653  | 648  | 221.934117597  | 207.759559387 |
| 305204:6305 | 10/17/17 13:20:31 | 1229 | 1229 | 262.804246479  | 254.512561781 |
| 305207:6306 | 10/17/17 23:34:03 | 1026 | 1026 | 331.401882764  | 318.101281126 |
| 305208:6306 | 10/18/17 06:15:41 | 372  | 372  | 86.604555806   | 83.056035827  |
| 305234:6307 | 10/18/17 11:00:15 | 48   | 46   | 16.759134522   | 12.655353671  |
| 305236:6307 | 10/18/17 11:28:42 | 23   | 23   | 8.001486357    | 6.486870381   |
| 305237:6307 | 10/18/17 11:42:18 | 1147 | 1147 | 354.180453210  | 338.017705492 |
| 305247:6308 | 10/18/17 23:58:28 | 377  | 375  | 131.423851776  | 122.425910989 |
| 305248:6308 | 10/19/17 02:26:29 | 957  | 952  | 272.850653918  | 257.882529817 |
| 305252:6308 | 10/19/17 09:09:00 | 548  | 548  | 97.354286676   | 95.039739188  |
| 305282:6309 | 10/19/17 15:28:19 | 133  | 133  | 46.409666251   | 44.344542258  |
| 305310:6311 | 10/19/17 20:28:01 | 399  | 394  | 138.997455052  | 129.151322480 |
| 305311:6311 | 10/19/17 23:03:23 | 153  | 153  | 50.760572292   | 47.386625092  |
| 305312:6311 | 10/20/17 00:05:08 | 227  | 227  | 72.385317711   | 68.271225904  |
| 305313:6311 | 10/20/17 01:35:47 | 741  | 739  | 178.579346297  | 170.164196715 |
| 305314:6311 | 10/20/17 06:25:45 | 404  | 404  | 70.088391764   | 68.334405669  |
| 305336:6312 | 10/20/17 12:11:09 | 206  | 206  | 71.098447116   | 66.202888461  |
| 305338:6312 | 10/20/17 13:32:38 | 107  | 103  | 36.719745602   | 33.111774704  |
| 305341:6312 | 10/20/17 14:14:05 | 503  | 500  | 160.209896512  | 151.780463034 |
| 305349:6312 | 10/20/17 17:29:36 | 34   | 30   | 9.358370877    | 3.880846157   |
| 305350:6312 | 10/20/17 17:43:01 | 21   | 15   | 5.679795638    | 3.820111013   |
| 305351:6312 | 10/20/17 17:51:38 | 868  | 868  | 185.011654542  | 178.341011231 |
| 305358:6313 | 10/21/17 02:01:05 | 162  | 158  | 56.566079638   | 49.593828796  |
| 305364:6314 | 10/21/17 05:43:21 | 98   | 94   | 33.906825286   | 30.414384841  |
| 305365:6314 | 10/21/17 06:21:12 | 825  | 825  | 261.561500545  | 248.985048365 |
| 305366:6314 | 10/21/17 11:46:55 | 1240 | 1240 | 239.607936029  | 232.430643527 |
| 305376:6315 | 10/22/17 00:11:09 | 144  | 141  | 50.320044056   | 33.358108515  |
| 305377:6315 | 10/22/17 01:07:04 | 1522 | 1522 | 420.001681475  | 399.386161302 |
| 305405:6317 | 10/22/17 18:15:49 | 532  | 530  | 182.427863891  | 160.061259324 |
| 305406:6317 | 10/22/17 21:45:00 | 1458 | 1458 | 328.170351196  | 316.024203908 |
| 305440:6318 | 10/23/17 10:50:33 | 272  | 266  | 94.463647984   | 83.253339673  |
| 305441:6318 | 10/23/17 12:36:13 | 121  | 121  | 38.085371887   | 36.615177446  |
| 305516:6323 | 10/23/17 23:42:58 | 555  | 552  | 187.372471206  | 170.811888816 |
| 305517:6323 | 10/24/17 03:42:14 | 163  | 163  | 49.736158663   | 33.973948109  |
| 305518:6323 | 10/24/17 04:48:59 | 1134 | 1134 | 242.865953102  | 233.807313189 |
| 305586:6324 | 10/24/17 17:46:56 | 587  | 583  | 200.287928561  | 186.610578983 |
| 305588:6324 | 10/24/17 21:59:32 | 120  | 113  | 37.242912243   | 33.303812623  |
| 305589:6324 | 10/24/17 22:47:21 | 691  | 691  | 170.274056071  | 162.878243307 |
| 305590:6324 | 10/25/17 03:17:26 | 1004 | 1004 | 155.970995938  | 151.936421082 |
| 305636:6325 | 10/25/17 13:27:50 | 2326 | 2326 | 548.675102922  | 525.219670948 |
| 305766:6337 | 10/27/17 04:37:33 | 848  | 847  | 277.111802591  | 263.961475297 |
| 305809:6341 | 10/27/17 23:20:38 | 142  | 142  | 48.880031009   | 45.952441390  |
| 305814:6343 | 10/28/17 06:17:08 | 1828 | 1828 | 470.351902078  | 448.081362571 |
| 305821:6344 | 10/28/17 20:29:22 | 772  | 772  | 255.098811069  | 240.463320337 |
| 305832:6346 | 10/29/17 11:22:50 | 180  | 180  | 62.759525961   | 58.021274717  |
| 305840:6346 | 10/29/17 15:39:01 | 1144 | 1141 | 262.656292803  | 251.347321991 |
| 305842:6346 | 10/29/17 23:07:26 | 862  | 862  | 117.828014724  | 114.870230780 |
| 305862:6347 | 10/30/17 11:28:42 | 625  | 625  | 212.680288821  | 202.188597681 |
| 305898:6348 | 10/30/17 20:22:11 | 711  | 711  | 241.359853670  | 230.935201439 |
| 305902:6349 | 10/31/17 04:27:05 | 469  | 469  | 161.708800623  | 154.344858101 |
| 305967:6351 | 10/31/17 16:08:26 | 32   | 32   | 11.124216806   | 10.507824676  |
| 306029:6355 | 11/01/17 18:28:41 | 34   | 32   | 11.862732862   | 9.157238234   |
| 306030:6355 | 11/01/17 18:42:20 | 110  | 110  | 38.360904034   | 34.967629304  |
| 306036:6356 | 11/01/17 22:43:47 | 4    | 4    | 1.396019464    | 0.072865369   |
| 306037:6356 | 11/01/17 22:46:26 | 49   | 44   | 17.114982364   | 12.206880023  |
| 306038:6356 | 11/01/17 23:06:46 | 139  | 138  | 48.510790990   | 44.162104349  |
| 306041:6356 | 11/02/17 00:07:18 | 320  | 320  | 107.522655826  | 100.003850022 |
| 306042:6356 | 11/02/17 02:14:22 | 371  | 365  | 107.569528405  | 100.185073683 |
| 306048:6356 | 11/02/17 04:39:06 | 140  | 136  | 35.441260884   | 32.036619965  |
| 306049:6356 | 11/02/17 05:33:33 | 358  | 358  | 78.872655039   | 75.297556412  |
| 306051:6356 | 11/02/17 08:00:13 | 415  | 415  | 72.669367496   | 70.670051530  |
| 306091:6358 | 11/02/17 18:43:55 | 208  | 198  | 68.644510320   | 60.611342114  |
| 306092:6358 | 11/02/17 20:04:27 | 976  | 976  | 235.930144838  | 220.997435898 |
| 306095:6358 | 11/03/17 02:42:56 | 300  | 300  | 50.435815805   | 49.130688620  |
| 306121:6360 | 11/03/17 13:15:57 | 96   | 91   | 33.481998686   | 28.670528203  |
| 306122:6360 | 11/03/17 13:53:17 | 127  | 127  | 44.337089168   | 40.636077793  |
| 306125:6360 | 11/03/17 14:46:12 | 2994 | 2988 | 584.169143716  | 563.284387126 |
| 306126:6360 | 11/04/17 10:14:24 | 497  | 497  | 30.334921149   | 29.717428398  |
| 306134:6362 | 11/04/17 17:39:47 | 32   | 24   | 11.177110434   | 6.957270673   |
| 306135:6362 | 11/04/17 17:52:01 | 1095 | 1095 | 349.232516839  | 329.516188969 |
| 306138:6362 | 11/05/17 01:32:21 | 1298 | 1298 | 218.013923758  | 211.381092167 |
| 306139:6362 | 11/05/17 10:17:58 | 1112 | 1112 | 103.464849165  | 101.514713916 |
| 306153:6364 | 11/06/17 02:35:56 | 88   | 83   | 30.690528999   | 26.435393179  |
| 306154:6364 | 11/06/17 03:10:19 | 1233 | 1231 | 368.010227204  | 339.585141935 |
| 306155:6364 | 11/06/17 11:12:05 | 1440 | 1440 | 225.439982410  | 219.491926089 |
| 306169:6364 | 11/06/17 21:43:34 | 745  | 735  | 69.118464111   | 66.299040949  |
| 306170:6364 | 11/07/17 02:33:04 | 22   | 15   | 1.776696386    | 1.135254458   |
| 306171:6364 | 11/07/17 02:41:35 | 503  | 503  | 36.343851109   | 35.728272106  |
| 306418:6370 | 11/09/17 02:11:31 | 74   | 66   | 25.747778057   | 20.778732059  |
| 306419:6370 | 11/09/17 02:41:06 | 62   | 58   | 21.518254203   | 18.423612017  |
| 306420:6370 | 11/09/17 03:06:38 | 108  | 108  | 37.260249000   | 34.221122788  |
| 306422:6370 | 11/09/17 04:30:37 | 118  | 115  | 37.699650550   | 34.684710181  |
| 306423:6370 | 11/09/17 05:16:28 | 333  | 323  | 93.302622247   | 85.778257908  |
| 306425:6370 | 11/09/17 07:27:45 | 189  | 178  | 46.166581345   | 42.967268737  |
| 306432:6370 | 11/09/17 08:44:06 | 339  | 339  | 34.315610763   | 33.338319225  |
| 306454:6371 | 11/09/17 14:18:49 | 89   | 85   | 30.892064496   | 26.851396628  |
| 306455:6371 | 11/09/17 14:53:13 | 11   | 6    | 3.852814701    | 1.621956492   |
| 306456:6371 | 11/09/17 14:58:09 | 786  | 783  | 248.532429005  | 237.025486555 |
| 306457:6371 | 11/09/17 20:03:47 | 31   | 28   | 7.985062670    | 6.686619273   |
| 306458:6371 | 11/09/17 20:15:39 | 225  | 221  | 54.381066230   | 51.452196971  |
| 306459:6371 | 11/09/17 22:00:10 | 2274 | 2273 | 314.986297637  | 307.670838462 |
| 306460:6371 | 11/10/17 12:48:13 | 73   | 64   | 3.867124173    | 3.722601175   |
+-------------+-------------------+------+------+----------------+---------------+
#Summary: 
+-------+------+--------+--------+-------------------+------------------+
| nfill | nrun | nls    | ncms   | totdelivered(/pb) | totrecorded(/pb) |
+-------+------+--------+--------+-------------------+------------------+
| 177   | 488  | 209971 | 208776 | 44938.648984629   | 42135.255625260  |
+-------+------+--------+--------+-------------------+------------------+

#Check JSON:
#(run,ls) in json but not in results: []
