Running brilcalc
brilcalc lumi -b STABLE BEAMS --normtag /cms/ldap_home/jhgoh/.lumiCalc/Normtags/normtag_BRIL.json -i ../LumiJSON/Cert_314472-325175_13TeV_PromptReco_Collisions18_JSON_MuonPhys.txt -u /pb -c /cvmfs/cms.cern.ch/SITECONF/local/JobConfig/site-local-config.xml
#Data tag : 19v2 , Norm tag: composite
+-------------+-------------------+------+------+----------------+---------------+
| run:fill    | time              | nls  | ncms | delivered(/pb) | recorded(/pb) |
| 321007:7037 | 08/08/18 04:19:56 | 831  | 829  | 211.935198885  | 204.573474714 |
| 321009:7037 | 08/08/18 09:43:25 | 85   | 79   | 16.818494968   | 14.894761985  |
| 321010:7037 | 08/08/18 10:16:22 | 342  | 342  | 60.422601393   | 57.873384549  |
| 321011:7037 | 08/08/18 12:32:48 | 213  | 211  | 32.210711496   | 29.316614444  |
| 321012:7037 | 08/08/18 13:58:30 | 47   | 47   | 5.459742398    | 5.038233966   |
| 321051:7039 | 08/09/18 03:17:54 | 1122 | 1113 | 331.302815871  | 313.771863949 |
| 321055:7039 | 08/09/18 10:35:36 | 759  | 759  | 135.190111204  | 131.861114868 |
| 321067:7040 | 08/09/18 18:21:44 | 601  | 599  | 183.338861716  | 175.881594330 |
| 321068:7040 | 08/09/18 22:16:40 | 715  | 707  | 154.348282007  | 148.569121969 |
| 321069:7040 | 08/10/18 02:54:15 | 313  | 313  | 51.894133887   | 50.126378327  |
| 321119:7042 | 08/10/18 15:12:52 | 170  | 169  | 63.278662372   | 59.044410592  |
| 321121:7042 | 08/10/18 16:22:06 | 47   | 46   | 17.487302003   | 15.943594604  |
| 321122:7042 | 08/10/18 16:42:10 | 395  | 391  | 129.077842458  | 121.293012178 |
| 321124:7042 | 08/10/18 19:20:25 | 819  | 818  | 194.798512637  | 187.134175996 |
| 321126:7042 | 08/11/18 01:03:45 | 493  | 493  | 82.498867760   | 79.922551690  |
| 321134:7043 | 08/11/18 08:39:55 | 38   | 38   | 8.533484309    | 8.278038987   |
| 321138:7043 | 08/11/18 09:32:55 | 741  | 735  | 152.860628387  | 144.271743048 |
| 321140:7043 | 08/11/18 14:25:01 | 798  | 798  | 121.979997281  | 119.183713311 |
| 321149:7045 | 08/11/18 22:25:55 | 1709 | 1709 | 453.236585414  | 440.087702495 |
| 321162:7047 | 08/12/18 14:33:33 | 41   | 34   | 15.109122248   | 11.257283577  |
| 321164:7047 | 08/12/18 14:50:40 | 72   | 66   | 30.531390641   | 26.462085152  |
| 321165:7047 | 08/12/18 15:19:23 | 8    | 2    | 3.230230938    | 0.392344516   |
| 321166:7047 | 08/12/18 15:42:32 | 10   | 10   | 4.024711409    | 3.403969550   |
| 321167:7047 | 08/12/18 15:51:01 | 923  | 923  | 286.703478074  | 277.958181532 |
| 321177:7048 | 08/13/18 03:40:20 | 448  | 439  | 170.099872508  | 161.961660333 |
| 321178:7048 | 08/13/18 06:57:22 | 74   | 74   | 23.795937465   | 23.229574455  |
| 321218:7052 | 08/13/18 12:13:49 | 914  | 914  | 298.800677676  | 284.853988611 |
| 321219:7052 | 08/13/18 18:10:44 | 934  | 930  | 189.042484683  | 183.339856783 |
| 321221:7052 | 08/14/18 00:13:21 | 40   | 40   | 6.122347008    | 5.988104276   |
| 321230:7053 | 08/14/18 03:33:41 | 84   | 81   | 33.614326062   | 22.826965411  |
| 321231:7053 | 08/14/18 04:09:24 | 59   | 59   | 24.848247173   | 14.622771530  |
| 321232:7053 | 08/14/18 04:36:11 | 30   | 24   | 12.202412915   | 6.100749023   |
| 321233:7053 | 08/14/18 04:47:55 | 727  | 727  | 240.904501966  | 233.750850701 |
| 321262:7054 | 08/14/18 12:50:07 | 4    | 4    | 1.754875704    | 1.685533732   |
| 321283:7055 | 08/14/18 15:05:56 | 310  | 310  | 125.781622611  | 120.574389636 |
| 321294:7055 | 08/14/18 17:35:51 | 62   | 62   | 22.232470110   | 20.764518334  |
| 321295:7055 | 08/14/18 18:01:35 | 754  | 749  | 215.538851337  | 207.070757893 |
| 321296:7055 | 08/14/18 22:55:44 | 67   | 67   | 14.996088685   | 14.412474763  |
| 321305:7056 | 08/15/18 02:02:21 | 2640 | 2640 | 629.191346038  | 607.912667534 |
| 321310:7056 | 08/15/18 19:38:21 | 176  | 172  | 17.478257051   | 16.734141144  |
| 321311:7056 | 08/15/18 20:48:28 | 10   | 10   | 0.955884512    | 0.480395649   |
| 321312:7056 | 08/15/18 20:55:17 | 768  | 761  | 62.972127095   | 61.189369157  |
| 321313:7056 | 08/16/18 01:55:17 | 408  | 408  | 27.377265885   | 26.998152815  |
| 321393:7058 | 08/17/18 05:32:36 | 148  | 144  | 56.030763121   | 52.242571823  |
| 321396:7058 | 08/17/18 06:29:54 | 1475 | 1469 | 382.718527568  | 368.333591803 |
| 321397:7058 | 08/17/18 16:06:23 | 365  | 365  | 54.372740163   | 52.941803674  |
| 321414:7061 | 08/17/18 21:14:10 | 1253 | 1243 | 400.749328610  | 383.891163593 |
| 321415:7061 | 08/18/18 05:21:19 | 804  | 804  | 148.015188690  | 143.936845621 |
| 321431:7063 | 08/18/18 13:51:46 | 160  | 153  | 62.126059903   | 56.292488501  |
| 321432:7063 | 08/18/18 14:54:29 | 47   | 47   | 18.310219839   | 16.697797355  |
| 321433:7063 | 08/18/18 15:15:09 | 125  | 125  | 45.949520396   | 43.062944467  |
| 321434:7063 | 08/18/18 16:07:00 | 642  | 642  | 189.348391794  | 182.525634419 |
| 321436:7063 | 08/18/18 20:20:52 | 710  | 710  | 143.765173711  | 140.084539922 |
| 321457:7065 | 08/19/18 07:38:11 | 1845 | 1844 | 506.746862902  | 487.456449906 |
| 321461:7065 | 08/19/18 19:38:10 | 149  | 149  | 21.878568669   | 21.317265287  |
| 321475:7069 | 08/20/18 01:30:43 | 2035 | 2035 | 495.714504841  | 478.716519974 |
| 321710:7078 | 08/23/18 13:20:08 | 57   | 52   | 20.035183853   | 17.337534177  |
| 321712:7078 | 08/23/18 13:42:14 | 263  | 263  | 94.484825974   | 90.776723450  |
| 321730:7080 | 08/23/18 21:10:55 | 290  | 287  | 114.606328277  | 103.712112794 |
| 321732:7080 | 08/23/18 23:11:04 | 1448 | 1443 | 373.255640398  | 358.423259073 |
| 321735:7080 | 08/24/18 08:33:27 | 146  | 146  | 24.667160595   | 23.974059036  |
| 321755:7083 | 08/24/18 13:48:50 | 697  | 690  | 226.521471549  | 216.496839718 |
| 321758:7083 | 08/24/18 18:21:07 | 189  | 184  | 48.226731433   | 45.672966822  |
| 321759:7083 | 08/24/18 19:36:44 | 10   | 10   | 0.948577014    | 0.875981075   |
| 321760:7083 | 08/24/18 19:44:52 | 855  | 855  | 160.813882290  | 156.089960011 |
| 321773:7087 | 08/25/18 12:11:58 | 76   | 75   | 29.505822598   | 27.429542659  |
| 321774:7087 | 08/25/18 12:43:49 | 135  | 131  | 53.206905719   | 49.168946828  |
| 321775:7087 | 08/25/18 13:36:11 | 47   | 47   | 17.900573632   | 17.130027974  |
| 321776:7087 | 08/25/18 13:57:38 | 45   | 42   | 16.602183306   | 14.675215892  |
| 321777:7087 | 08/25/18 14:14:59 | 279  | 279  | 93.863131665   | 87.165527241  |
| 321778:7087 | 08/25/18 16:04:44 | 150  | 143  | 44.407451638   | 38.489167433  |
| 321780:7087 | 08/25/18 17:04:57 | 544  | 541  | 131.657822915  | 127.241803947 |
| 321781:7087 | 08/25/18 20:36:14 | 676  | 676  | 117.573876411  | 113.286613714 |
| 321794:7088 | 08/26/18 03:26:58 | 184  | 182  | 72.957604410   | 65.934257411  |
| 321796:7088 | 08/26/18 04:43:41 | 1    | 1    | 0.393000752    | 0.261790039   |
| 321813:7090 | 08/26/18 09:15:35 | 333  | 333  | 128.977918931  | 123.949636395 |
| 321815:7090 | 08/26/18 12:01:16 | 23   | 23   | 7.840217152    | 5.162247637   |
| 321817:7090 | 08/26/18 12:20:00 | 536  | 536  | 154.995521283  | 149.873053990 |
| 321818:7090 | 08/26/18 15:50:06 | 690  | 690  | 144.568885565  | 139.636249149 |
| 321820:7090 | 08/26/18 20:26:15 | 214  | 214  | 33.324042111   | 32.501106103  |
| 321831:7091 | 08/27/18 00:10:22 | 757  | 752  | 262.478113559  | 249.871586567 |
| 321832:7091 | 08/27/18 05:06:22 | 510  | 507  | 125.062488179  | 117.668484578 |
| 321833:7091 | 08/27/18 08:27:00 | 407  | 398  | 79.373013461   | 75.089588492  |
| 321834:7091 | 08/27/18 11:05:28 | 333  | 333  | 52.272638554   | 50.488666208  |
| 321879:7092 | 08/27/18 17:57:43 | 318  | 309  | 116.574929185  | 106.769787623 |
| 321880:7092 | 08/27/18 20:01:46 | 130  | 130  | 43.037105253   | 41.661225891  |
| 321887:7095 | 08/28/18 01:04:04 | 895  | 895  | 289.828023033  | 278.884309175 |
| 321908:7097 | 08/28/18 13:40:10 | 430  | 426  | 158.132059887  | 146.290492466 |
| 321909:7097 | 08/28/18 16:31:34 | 1653 | 1653 | 354.975448906  | 343.871078978 |
| 321917:7098 | 08/29/18 05:24:24 | 805  | 805  | 276.399056409  | 265.767168461 |
| 321919:7098 | 08/29/18 10:38:52 | 6    | 6    | 1.655800913    | 1.500544542   |
| 321933:7099 | 08/29/18 14:09:13 | 282  | 282  | 105.563590097  | 101.654541717 |
| 321960:7101 | 08/29/18 21:26:49 | 30   | 24   | 10.616647688   | 7.342450993   |
| 321961:7101 | 08/29/18 21:43:01 | 354  | 354  | 139.135440655  | 132.950507851 |
| 321973:7105 | 08/30/18 09:44:30 | 1217 | 1212 | 378.190507160  | 362.123838809 |
| 321975:7105 | 08/30/18 17:37:18 | 866  | 866  | 152.525057301  | 147.473039615 |
| 321988:7108 | 08/31/18 03:56:29 | 1442 | 1438 | 431.025742731  | 413.132025515 |
| 321990:7108 | 08/31/18 13:16:37 | 471  | 471  | 84.281409506   | 81.960125636  |
| 322013:7109 | 08/31/18 18:44:38 | 9    | 9    | 2.382035656    | 1.154858241   |
| 322014:7109 | 08/31/18 18:52:10 | 17   | 17   | 7.146082723    | 6.724694175   |
| 322022:7110 | 08/31/18 21:02:55 | 1764 | 1764 | 479.588965575  | 462.067639516 |
| 322040:7112 | 09/01/18 11:09:06 | 39   | 39   | 14.566615249   | 13.815700377  |
| 322057:7114 | 09/01/18 20:28:32 | 21   | 21   | 8.976948210    | 8.294529062   |
| 322068:7117 | 09/02/18 02:40:56 | 674  | 674  | 245.275746471  | 234.075553248 |
| 322079:7118 | 09/02/18 11:24:26 | 421  | 419  | 170.942139730  | 152.478191904 |
| 322088:7118 | 09/02/18 14:13:01 | 596  | 596  | 180.897358063  | 174.676279156 |
| 322106:7120 | 09/02/18 21:40:43 | 824  | 824  | 294.554162891  | 283.458942638 |
| 322113:7122 | 09/03/18 06:37:14 | 112  | 108  | 45.349194036   | 40.976190066  |
| 322118:7122 | 09/03/18 07:20:37 | 874  | 874  | 284.622711468  | 273.696505864 |
| 322179:7123 | 09/03/18 16:39:51 | 1739 | 1739 | 491.279946940  | 472.967366860 |
| 322201:7124 | 09/04/18 05:55:39 | 228  | 222  | 93.444974181   | 84.768291279  |
| 322204:7124 | 09/04/18 07:24:58 | 1143 | 1143 | 329.949308048  | 315.281030621 |
| 322222:7124 | 09/04/18 14:53:45 | 526  | 526  | 97.261017910   | 93.664359229  |
| 322252:7125 | 09/04/18 20:29:20 | 1545 | 1545 | 442.143105363  | 423.281108577 |
| 322317:7127 | 09/05/18 12:01:44 | 54   | 54   | 20.360562479   | 19.332095746  |
| 322319:7127 | 09/05/18 12:25:29 | 163  | 161  | 64.867442311   | 55.782816716  |
| 322322:7127 | 09/05/18 13:29:27 | 1109 | 1107 | 306.106828023  | 294.537479455 |
| 322324:7127 | 09/05/18 21:27:53 | 416  | 416  | 72.060574431   | 69.975494422  |
| 322332:7128 | 09/06/18 02:11:56 | 1019 | 1019 | 328.600668118  | 315.753050887 |
| 322348:7131 | 09/06/18 13:43:39 | 1466 | 1466 | 432.331896994  | 416.310273373 |
| 322355:7132 | 09/07/18 01:05:42 | 102  | 99   | 37.347348653   | 34.002673441  |
| 322356:7132 | 09/07/18 01:45:19 | 779  | 779  | 243.775956035  | 235.722759692 |
| 322381:7133 | 09/07/18 11:10:32 | 533  | 533  | 186.912492567  | 179.499168914 |
| 322407:7135 | 09/07/18 17:47:22 | 537  | 537  | 179.368961232  | 170.724809246 |
| 322430:7137 | 09/08/18 01:19:19 | 749  | 739  | 248.668651506  | 236.505883757 |
| 322431:7137 | 09/08/18 06:12:25 | 1166 | 1166 | 238.976596299  | 230.830501200 |
| 322480:7139 | 09/08/18 17:33:13 | 349  | 341  | 121.052195018  | 109.771736995 |
| 322492:7139 | 09/08/18 20:56:03 | 1386 | 1386 | 300.080065869  | 289.774094860 |
| 322510:7142 | 09/09/18 08:32:39 | 9    | 9    | 2.508104446    | 2.238604927   |
| 322599:7144 | 09/09/18 15:58:47 | 252  | 252  | 100.862372257  | 94.644038424  |
| 322602:7144 | 09/09/18 17:40:01 | 70   | 69   | 26.263824358   | 24.205140716  |
| 322603:7144 | 09/09/18 18:08:09 | 10   | 10   | 3.657115173    | 2.705389610   |
| 322605:7144 | 09/09/18 18:13:23 | 280  | 280  | 93.861061476   | 90.022936306  |
| 322616:7144 | 09/09/18 20:41:14 | 73   | 65   | 20.941407418   | 17.962275985  |
| 322617:7144 | 09/09/18 21:12:33 | 601  | 601  | 142.692065013  | 137.607475457 |
| 322625:7145 | 09/10/18 03:32:10 | 1127 | 1127 | 351.948784104  | 339.268792732 |
| 322633:7145 | 09/10/18 10:51:34 | 249  | 249  | 53.034757128   | 51.342549636  |
| 323414:7213 | 09/24/18 01:51:16 | 46   | 40   | 8.228547899    | 6.278293583   |
| 323423:7213 | 09/24/18 05:01:48 | 149  | 143  | 24.682061433   | 21.358936782  |
| 323470:7217 | 09/24/18 13:47:51 | 229  | 228  | 87.291502127   | 82.695329037  |
| 323471:7217 | 09/24/18 15:18:19 | 238  | 232  | 82.514849222   | 75.548444166  |
| 323472:7217 | 09/24/18 16:50:41 | 64   | 64   | 20.367832895   | 19.345397221  |
| 323473:7217 | 09/24/18 17:40:41 | 227  | 227  | 64.071236534   | 54.660692384  |
| 323474:7217 | 09/24/18 19:42:20 | 355  | 352  | 81.340358847   | 78.152572679  |
| 323475:7217 | 09/24/18 22:00:42 | 77   | 77   | 14.891244177   | 14.269640224  |
| 323487:7218 | 09/25/18 03:28:20 | 457  | 457  | 163.259604220  | 156.288927136 |
| 323488:7218 | 09/25/18 06:30:08 | 753  | 748  | 195.364811126  | 187.275192361 |
| 323492:7218 | 09/25/18 11:45:43 | 33   | 30   | 7.140238762    | 5.845085744   |
| 323493:7218 | 09/25/18 11:58:37 | 144  | 140  | 29.195644589   | 27.495163482  |
| 323495:7218 | 09/25/18 12:54:31 | 187  | 187  | 33.767610154   | 32.510625443  |
| 323524:7221 | 09/25/18 22:36:20 | 537  | 531  | 181.585593706  | 172.935529659 |
| 323525:7221 | 09/26/18 02:05:25 | 1126 | 1122 | 254.683911856  | 244.816183319 |
| 323526:7221 | 09/26/18 09:22:43 | 466  | 466  | 67.538609805   | 65.966118885  |
| 323693:7234 | 09/29/18 01:47:30 | 114  | 114  | 42.845509631   | 40.035221963  |
| 323696:7234 | 09/29/18 02:33:10 | 257  | 257  | 93.170086309   | 88.874779678  |
| 323702:7234 | 09/29/18 08:56:34 | 808  | 808  | 150.985032997  | 146.743362567 |
| 323725:7236 | 09/29/18 18:38:39 | 329  | 329  | 125.243459060  | 118.548870652 |
| 323726:7236 | 09/29/18 20:49:58 | 60   | 53   | 20.864607507   | 14.619421402  |
| 323727:7236 | 09/29/18 21:13:04 | 987  | 987  | 260.560203031  | 251.381147435 |
| 323755:7239 | 09/30/18 11:17:44 | 929  | 929  | 308.330740833  | 296.875052478 |
| 323775:7240 | 09/30/18 19:49:18 | 132  | 129  | 50.243986502   | 46.773794831  |
| 323778:7240 | 09/30/18 20:41:26 | 934  | 934  | 283.395512054  | 271.405543201 |
| 323790:7242 | 10/01/18 07:35:02 | 904  | 900  | 291.583101386  | 277.137671364 |
| 323794:7242 | 10/01/18 13:29:17 | 68   | 68   | 16.820682743   | 16.106728479  |
| 323841:7245 | 10/01/18 23:32:02 | 465  | 464  | 163.176181596  | 155.153538812 |
| 323857:7245 | 10/02/18 02:35:30 | 357  | 357  | 99.099943908   | 95.716814846  |
| 323940:7252 | 10/03/18 01:12:47 | 1519 | 1519 | 447.863224095  | 427.113645300 |
| 323954:7252 | 10/03/18 11:06:37 | 77   | 77   | 15.761843469   | 15.188208096  |
| 323976:7253 | 10/03/18 14:01:34 | 55   | 47   | 20.238430341   | 14.385895023  |
| 323978:7253 | 10/03/18 14:23:01 | 73   | 68   | 29.024802646   | 21.938923371  |
| 323980:7253 | 10/03/18 14:51:36 | 202  | 199  | 73.985253852   | 67.725831756  |
| 323983:7253 | 10/03/18 16:11:58 | 188  | 187  | 60.996309479   | 56.838813138  |
| 323997:7253 | 10/03/18 17:30:39 | 498  | 498  | 134.792530938  | 128.972507407 |
| 324021:7256 | 10/04/18 01:48:39 | 776  | 772  | 269.011305651  | 252.327096980 |
| 324022:7256 | 10/04/18 06:50:15 | 554  | 554  | 132.190911998  | 128.100230325 |
| 324077:7259 | 10/04/18 22:20:56 | 699  | 699  | 252.208956221  | 242.503733964 |
| 324201:7264 | 10/06/18 23:58:19 | 1364 | 1355 | 379.965374234  | 363.415407304 |
| 324202:7264 | 10/07/18 08:48:52 | 240  | 238  | 40.657705893   | 39.476869785  |
| 324205:7264 | 10/07/18 10:31:04 | 163  | 160  | 24.270308723   | 23.123546201  |
| 324206:7264 | 10/07/18 11:38:14 | 149  | 141  | 20.284588688   | 17.657983950  |
| 324207:7264 | 10/07/18 12:44:24 | 34   | 33   | 4.356288281    | 4.087368937   |
| 324209:7264 | 10/07/18 13:02:20 | 142  | 142  | 16.524071185   | 16.210614147  |
| 324237:7265 | 10/07/18 21:29:58 | 204  | 204  | 78.622887343   | 74.943264619  |
| 324245:7266 | 10/08/18 01:31:07 | 1659 | 1659 | 434.553271880  | 417.928801482 |
| 324293:7270 | 10/08/18 23:08:14 | 2303 | 2303 | 532.370348296  | 514.567954227 |
| 324315:7271 | 10/09/18 16:26:19 | 204  | 204  | 75.901297456   | 70.355152084  |
| 324318:7271 | 10/09/18 17:53:42 | 332  | 332  | 104.561717815  | 99.835841192  |
| 324420:7274 | 10/11/18 00:24:57 | 625  | 625  | 209.572388063  | 199.717105405 |
| 324729:7308 | 10/16/18 09:28:04 | 193  | 193  | 15.537576387   | 14.984649624  |
| 324747:7309 | 10/16/18 12:56:26 | 1077 | 1073 | 323.686460925  | 307.947450529 |
| 324764:7309 | 10/16/18 19:54:47 | 150  | 147  | 32.741796893   | 30.129973828  |
| 324765:7309 | 10/16/18 20:52:50 | 481  | 478  | 91.245157989   | 87.951854762  |
| 324769:7309 | 10/16/18 23:59:45 | 328  | 328  | 48.234080373   | 47.007849976  |
| 324772:7309 | 10/17/18 02:48:00 | 165  | 165  | 19.304895387   | 18.896794382  |
| 324785:7310 | 10/17/18 06:16:27 | 588  | 583  | 194.720348260  | 185.504694062 |
| 324791:7310 | 10/17/18 10:04:47 | 1217 | 1217 | 253.387046279  | 245.451376929 |
| 324835:7314 | 10/17/18 22:30:14 | 259  | 257  | 96.364875900   | 85.664330566  |
| 324840:7314 | 10/18/18 00:41:14 | 96   | 93   | 32.205771633   | 27.685563712  |
| 324841:7314 | 10/18/18 01:18:35 | 1347 | 1347 | 313.163876792  | 301.544092233 |
| 324846:7314 | 10/18/18 10:06:07 | 515  | 515  | 71.075993522   | 68.965512700  |
| 324878:7315 | 10/18/18 16:07:07 | 1739 | 1739 | 420.292503179  | 405.292215800 |
| 324897:7317 | 10/19/18 06:41:04 | 141  | 141  | 53.119294318   | 50.074756500  |
| 324970:7320 | 10/19/18 15:42:39 | 2191 | 2191 | 500.917242357  | 482.324392130 |
| 324980:7321 | 10/20/18 08:16:24 | 2302 | 2302 | 545.966385521  | 523.722311877 |
| 324997:7324 | 10/21/18 04:34:58 | 122  | 116  | 44.949725211   | 38.452669688  |
| 324998:7324 | 10/21/18 05:23:14 | 368  | 362  | 123.036575476  | 113.992989807 |
| 324999:7324 | 10/21/18 07:47:04 | 14   | 14   | 4.189645702    | 3.878416462   |
| 325000:7324 | 10/21/18 08:03:55 | 371  | 371  | 98.200796618   | 94.654183479  |
| 325001:7324 | 10/21/18 10:29:40 | 593  | 593  | 123.876223692  | 119.593465809 |
| 325022:7328 | 10/21/18 21:10:37 | 1550 | 1550 | 447.469802169  | 433.056794685 |
| 325057:7331 | 10/22/18 14:07:34 | 342  | 342  | 126.256350519  | 119.753649298 |
| 325097:7333 | 10/22/18 21:19:15 | 60   | 59   | 22.653212601   | 17.701334887  |
| 325098:7333 | 10/22/18 21:46:04 | 8    | 8    | 3.162805272    | 2.031608316   |
| 325099:7333 | 10/22/18 21:50:54 | 394  | 388  | 147.472030359  | 138.776785909 |
| 325100:7333 | 10/23/18 00:24:31 | 254  | 254  | 78.825822359   | 74.374807863  |
| 325101:7333 | 10/23/18 02:07:46 | 484  | 482  | 123.240057618  | 118.311487942 |
| 325110:7333 | 10/23/18 05:48:34 | 21   | 16   | 4.532153536    | 3.264655375   |
| 325111:7333 | 10/23/18 05:56:26 | 22   | 18   | 4.938699030    | 3.790622839   |
| 325113:7333 | 10/23/18 06:34:56 | 125  | 121  | 25.850549392   | 21.746070642  |
| 325114:7333 | 10/23/18 07:25:40 | 8    | 8    | 1.635955786    | 1.379676169   |
| 325117:7333 | 10/23/18 07:38:21 | 533  | 533  | 88.681101407   | 85.904083936  |
| 325159:7334 | 10/23/18 14:38:00 | 219  | 213  | 68.733113546   | 61.309215811  |
| 325168:7334 | 10/23/18 16:09:33 | 21   | 18   | 6.430796945    | 4.281393239   |
| 325169:7334 | 10/23/18 16:19:28 | 23   | 23   | 6.949871587    | 5.569266960   |
| 325170:7334 | 10/23/18 16:31:17 | 1204 | 1203 | 272.287298755  | 262.805345881 |
| 325172:7334 | 10/24/18 00:22:14 | 484  | 475  | 71.734822814   | 68.445387462  |
+-------------+-------------------+------+------+----------------+---------------+
#Summary: 
+-------+------+--------+--------+-------------------+------------------+
| nfill | nrun | nls    | ncms   | totdelivered(/pb) | totrecorded(/pb) |
+-------+------+--------+--------+-------------------+------------------+
| 198   | 494  | 240292 | 239829 | 64213.964633373   | 61604.066546580  |
+-------+------+--------+--------+-------------------+------------------+

#Check JSON:
#(run,ls) in json but not in results: []
